Feature ID,OTU_ID,Immediate_annotated_taxa,rank,threshold,min,max,mean
41373d7a6399e5d31f28b3fa95598b15,OTU5380,Acidobacteria,phylum,0.93,1,2,1.28
41444a53b7fb7e08f8d51e6f1f9cb6e1,OTU3417,Betaproteobacteria,class,1,1,10,2.77
414c7a9c071de5bb58ee29311371c281,OTU1185,Betaproteobacteria,class,1,1,10,2.77
415fccc7b8279ac656679908a3c802f7,OTU342,Gammaproteobacteria,class,0.98,1,21,2.69
415fe401d40e31baa9e7b0d2210dc2a6,OTU1594,Niastella,genus,1,3,3,3
417e1982a224ef0eb2025f8c948b41ce,OTU621,Microbacteriaceae,family,1,1,4,1.85
418a18f24683273bfe318faa5ebb2857,OTU473,Thermomonosporaceae,family,1,4,4,4
41b748bdc2308dcdb661bff59ad72439,OTU820,Xanthomonadaceae,family,1,1,4,2.15
41b83c6537c8287e080269aca382e790,OTU797,Chitinophagaceae,family,1,1,6,3.38
41bc11a7a1809943f2fb08374da5892b,OTU1888,Aeromicrobium,genus,1,2,2,2
41bf25755117cab39211cb33a55f056a,OTU3186,Rubrobacteridae,subclass,1,1,1,1
41c9494674aac8a1fea51acc015531bd,OTU3985,Chloroflexineae,suborder,1,2,3,2.5
41d215db6cdffb47c4d8ed0e8849717b,OTU5032,Bdellovibrio,genus,1,1,2,1.5
41e1b1045341831647895af499d7944b,OTU522,Bdellovibrio,genus,1,1,2,1.5
41e9041f483e95e71e1013f3bc7161f4,OTU582,Acidobacteria_Gp4,class,1,1,1,1
4205a76e92b39dc566979714b7da996b,OTU2361,GpIV,genus,1,1,3,1.75
42080003f7cd118d05081a79877019df,OTU5423,Alphaproteobacteria,class,0.93,1,11,2.03
4212be8cfc8ba957f02932c9b45fe303,OTU2980,Bacteria,domain,0.99,1,21,1.8
4218639e1b861b38a008ecf73c949d1d,OTU4946,Rhodospirillales,order,0.81,1,10,3.06
423b82e3c5857adea4869effb906e685,OTU2665,Saccharibacteria_genera_incertae_sedis,genus,1,1,1,1
424e6ce3218efed15f5332f4c209b67e,OTU1871,Sinobacteraceae,family,1,1,2,1.5
42547ca7010371b03a9edffd57237898,OTU925,Actinomycetales,order,1,1,11,2.3
425b5b8904dac13bf08361210c8ad8df,OTU3857,Clostridiales_Incertae Sedis XI,family,0.97,2,6,3.5
427e9643a85b9b27e083ec955c311875,OTU2724,Chitinophagaceae,family,1,1,6,3.38
428340908c5bdbc96ef1f2fbb75bb97b,OTU971,Massilia,genus,1,6,8,7
428ecee2c941263db783d34a5b00eb1f,OTU418,Massilia,genus,0.99,6,8,7
429ce9e9bc6dbc5e837b65b3f6189847,OTU5126,Gp6,genus,0.86,1,1,1
42aea1b1b2a714ccbcb2fdc4d0987e44,OTU4238,Novosphingobium,genus,0.92,3,5,3.33
42aff38012c69045b68564ee9ec59de5,OTU2244,Acidobacteria,phylum,1,1,2,1.28
42b695f7e0f3db6e5ff44401e20b86c5,OTU1125,Polyangiaceae,family,1,3,4,3.67
42bc2ba45d3a1cb197b2803d9961c30a,OTU3693,Xanthomonadales,order,0.83,1,4,1.82
42bce6dcfc08edcf04bc2f00cfee3691,OTU3632,Verrucomicrobiaceae,family,1,3,3,3
42cb9b4c904e6ae8a92bc79c0dd53aa9,OTU2652,Bacteroidetes,phylum,0.94,1,13,1.29
42d266bff52bb2eacf776f72d5b95c51,OTU4134,Acidobacteria_Gp4,class,0.96,1,1,1
43037beb2a97571759ab9c9e5b3ee436,OTU693,Xanthomonadaceae,family,1,1,4,2.15
430c3160bd2e8b25e61c2c04be01a16f,OTU3598,Bacteria,domain,1,1,21,1.8
4320ba58215bbe687c77b18106ad99e1,OTU1321,Acidobacteria_Gp4,class,1,1,1,1
4323ae28a629bc14d122e5f5636dc77a,OTU3037,Erythrobacter,genus,0.91,1,2,1.2
43338f4ba3d98f22e8b7df272f4e5520,OTU1287,Steroidobacter,genus,1,1,1,1
43373de12bbcdbbc9b7bd2ba839e7c40,OTU226,Sphingomonas,genus,1,1,4,2.18
433fc4c968ebe08a7e5691fd64b0ee3d,OTU3286,Saccharibacteria_genera_incertae_sedis,genus,1,1,1,1
436f3f4a87b860c89eb166d238f5036f,OTU2107,Sphaerobacteraceae,family,0.8,2,2,2
43763dbf9f13b9f23e0bfb10576b890e,OTU1570,Comamonadaceae,family,1,1,9,2.75
43aff7818becafd1cb899e0a595983b9,OTU3848,Cytophagales,order,1,1,8,2.69
43b6e551f814bb1e5d12c9b6282fde0b,OTU5094,Bacteria,domain,1,1,21,1.8
43b84886dc75746b65d17adbb3e25948,OTU1621,Xanthomonadaceae,family,1,1,4,2.15
43c51e642da4ab751fd1a06cf2a4f61a,OTU647,Sphingomonas,genus,0.96,1,4,2.18
43fdfbe46ad74516b8cb99af794f6190,OTU3183,Acidobacteria_Gp3,class,1,2,2,2
43fe2634fd8da94e5ededc63c3d0f450,OTU1637,Bacteria,domain,1,1,21,1.8
44080041f09a4c0b1937d6b6f9304ca3,OTU5433,Saccharibacteria_genera_incertae_sedis,genus,0.88,1,1,1
44088b700b0176cd6d16284beb03b68d,OTU3899,Planctomycetaceae,family,1,1,8,2.54
440890d9003d60de41183c85d699007c,OTU645,Pseudoxanthomonas,genus,1,1,2,1.33
44169f11dec9ee2cd359c028d14aef5a,OTU3661,Saccharibacteria_genera_incertae_sedis,genus,0.98,1,1,1
444138235346f15acad0797ab24d35c1,OTU432,Betaproteobacteria,class,1,1,10,2.77
444ddb88eb3cc42d5d89f097a18f11d8,OTU4761,Acidobacteria,phylum,1,1,2,1.28
445391c80afb35dca97de29c14a5f3b3,OTU5222,Bacteria,domain,0.99,1,21,1.8
4467c6a709603a127de61eabe6c22311,OTU4320,Pseudomonas,genus,0.99,1,9,4.89
44738bc9d484820459d113be2354f230,OTU4411,Xanthomonadaceae,family,0.98,1,4,2.15
447834b760e13c3735c160ac1e5a6fef,OTU1788,Rhodobacteraceae,family,1,1,6,2.82
447a13f3b8bc2f7e8c2058b1c6c3399f,OTU2301,Burkholderiales,order,0.93,1,9,3.48
447a38afd076d2cf052364332054abc9,OTU751,Azoarcus,genus,1,3,5,3.73
44916c0a3e1464eabc01de5fd3e83a09,OTU5092,Alphaproteobacteria,class,0.81,1,11,2.03
44a34c7e09634868bb6e78a3b66150a0,OTU2229,Gemmatimonas,genus,0.96,1,2,1.67
44c515dc233fb96aa541da68bc353a1b,OTU3860,Cyanobacteria,class,0.91,1,6,2.32
44eb559af02ff0992be69faa96443521,OTU2523,Mucilaginibacter,genus,0.97,2,3,2.67
44f3b66702491b22449fea911101f589,OTU4822,Bacteria,domain,0.99,1,21,1.8
44f771edee9c707834e887b4b7b20862,OTU1540,Rhizobiales,order,1,1,11,2.2
451fb1567646028f644c9faebb1211e3,OTU2839,Cystobacter,genus,0.84,4,4,4
45396cb9864f622125af79b3ecfc54ef,OTU3982,Fluviicola,genus,1,2,2,2
453a90aeef0af797b123ce46f65fcf1e,OTU1689,Sphingomonas,genus,0.84,1,4,2.18
4557b2c120f67164573292d74e5deb51,OTU4284,Chitinophagaceae,family,1,1,6,3.38
4563f4a734f8d677e7202f279d145053,OTU5159,Odoribacter,genus,0.98,4,4,4
456e53c8878642aa4dd8ed7a79e2a09c,OTU3031,Neisseriaceae,family,1,1,10,5.71
457183f6d1fd8d670cc5d48d28b9ae29,OTU1641,Rhizobiales,order,1,1,11,2.2
45926e4d13930abd385315bd78900c35,OTU3770,Acidobacteria_Gp3,class,1,2,2,2
459c9d02c4af4aa1585df173b0e379e6,OTU5399,Bacteria,domain,1,1,21,1.8
45a04ced1657fc57ce4784f781e21711,OTU2588,Bacteria,domain,0.92,1,21,1.8
45b1cdff536a8e1117dfca92fdd49899,OTU1509,Chitinophagaceae,family,1,1,6,3.38
45b9b9bac2f562409cf9f1b90e3590ed,OTU887,Burkholderiales,order,0.83,1,9,3.48
45c5f1c4bf75b6bfab06498feb568add,OTU3039,Dokdonella,genus,1,2,2,2
45d662437f43c5025f938b90e572960c,OTU103,Acidobacteria_Gp4,class,1,1,1,1
45e73f2e5f24d1da3a70711da61c4a48,OTU1465,Chitinophaga,genus,0.96,6,6,6
460e9e2a8e04a1f59473513b22793b43,OTU3447,Betaproteobacteria,class,0.99,1,10,2.77
461f0d73fb216417897d2fb2ff2e81b1,OTU3871,Verrucomicrobiaceae,family,1,3,3,3
46279bcc667b20b89f9abac16fd158b4,OTU676,Rhizobiales,order,1,1,11,2.2
4645faaa67da4064349c5e396487ad52,OTU356,Niastella,genus,1,3,3,3
46482f0513069463fda02ab5119348d0,OTU421,Spartobacteria,class,0.97,1,1,1
464b9085b941dd1123ca3431a4a9c6cf,OTU298,Lentzea,genus,0.94,5,5,5
46588edc97f8433a25b478c98cca2201,OTU3976,Saccharibacteria_genera_incertae_sedis,genus,1,1,1,1
466716dabfd1d71947c2351264f9ec9b,OTU2857,Chitinophagaceae,family,1,1,6,3.38
4669b7a1054caf31779349a9cc9c9a58,OTU5111,Bacteroidetes,phylum,1,1,13,1.29
466bdd86ecd70dc1b2ec3d55a781faa2,OTU4353,Acidimicrobineae,suborder,0.99,1,2,1.5
467288d4201e0e1d3455907b0d8f59e1,OTU1043,Variovorax,genus,0.99,2,3,2.17
4673878bb6e92ec9bfa168333c259e33,OTU1337,Bacteria,domain,1,1,21,1.8
46806c988bce0d97d38f2b33ac1033e2,OTU3762,Rubrobacteridae,subclass,1,1,1,1
4690ee764420e30cf9493c8865e101f1,OTU3249,Erythrobacteraceae,family,0.93,1,2,1.29
4695874d981bbf2f6440e1a77379ca96,OTU669,Rhizobiales,order,1,1,11,2.2
4695c518cd978436d418cd65094cd60d,OTU5263,Alphaproteobacteria,class,0.89,1,11,2.03
469acf67bac13bf8c74cf5f4c8009b94,OTU1815,Xanthomonadales,order,0.91,1,4,1.82
46a2a8739c846fbf156d3ca18d4639c7,OTU651,Acidobacteria_Gp4,class,1,1,1,1
46abb5b31b9167b8411cd6b43cf3ca3b,OTU3529,Gemmatimonas,genus,0.99,1,2,1.67
46afdd78dda69578f3cfc8759fd5c8f0,OTU2467,Gammaproteobacteria,class,1,1,21,2.69
46b6ffef80812adc7e73459436a5e4cd,OTU1056,Xanthomonadaceae,family,1,1,4,2.15
46b7089c6f5d4dafaeaf89f02d6015fe,OTU3436,Xanthomonadaceae,family,1,1,4,2.15
46ba1f25e6b0bbd6a8dccf8168c7e5f6,OTU4914,Bdellovibrionaceae,family,0.81,1,2,1.5
46bc25d6685a254dac63ec56712e0177,OTU2940,Phycisphaerae,class,0.94,1,2,1.33
46d54d3d17da651aefc41a57ec90970f,OTU2782,Bacteria,domain,0.99,1,21,1.8
46dc7fef5ce27a121012ceadfff5ff87,OTU479,Nannocystineae,suborder,0.95,2,2,2
46ecd90bc5b08e6d4192e8c065fec75d,OTU683,Massilia,genus,1,6,8,7
46ef19cff4a811793cd62d3d03c1b030,OTU2139,Agromyces,genus,1,2,3,2.5
46fdff3791dbff7389e4c59a6a255601,OTU2344,Niastella,genus,1,3,3,3
4721293c079d240139711c48842ccb70,OTU1091,Chitinophagaceae,family,1,1,6,3.38
4723621c1803620656aecd81a63c6fb1,OTU87,Ensifer,genus,0.99,2,5,3.03
472b40b94e4b910f69b1ebcfc4ca4624,OTU4908,Saccharibacteria_genera_incertae_sedis,genus,0.89,1,1,1
473bca133bd46a74bf72054c42671521,OTU2997,Clostridiaceae 1,family,1,1,16,6.95
473db7ba7502fab2c1fb45d344eae078,OTU4691,Chloroflexi,phylum,0.99,1,3,1.71
473ddc06fd5e8bc4bc1b965423d20215,OTU4705,Betaproteobacteria,class,1,1,10,2.77
47589e595bc0b0bfce756168ee50685d,OTU2958,Betaproteobacteria,class,1,1,10,2.77
4772d96b1b770b6c1ff42a864fb27264,OTU2727,Verrucomicrobia,phylum,1,1,3,1.52
47888f24869a5f73bee62f04e3361825,OTU282,Lysobacter,genus,0.85,2,3,2.12
478b5a03369ac3acb2dacd562b5aaf98,OTU1861,Nannocystineae,suborder,0.97,2,2,2
47a0a5a1c6c89008168356917b84b86e,OTU1946,Chloroflexia,class,0.99,2,3,2.5
47b7ae35b0ef5ed48becf5c5e42cb281,OTU1401,Phyllobacterium,genus,0.88,3,3,3
47d997a6202b8ab85a677a1e30962a00,OTU1564,Sphaerobacteraceae,family,0.86,2,2,2
47e738345cdada314758bd5c811192e5,OTU1868,Gemmatimonas,genus,1,1,2,1.67
47e87e14f6eedd5540c9fede41e5cc30,OTU3971,Methylophaga,genus,1,3,3,3
47f4a97b9fe881e6ab82c66fe81721f6,OTU4655,Chitinophagaceae,family,0.99,1,6,3.38
4800dc7f6eb2641f8da1bfd26092916b,OTU417,Bacteria,domain,1,1,21,1.8
480b7ec73c32182a6053afc23366406e,OTU970,Chlamydiales,order,0.95,1,4,1.94
4811b211d9fc62cbae2fdd36cbda108c,OTU4217,Chloroflexi,phylum,0.83,1,3,1.71
48266c67d8c63a18678afd1893844f57,OTU1992,Sphingomonas,genus,0.95,1,4,2.18
48307df931f0c432799716cdb50e1745,OTU3195,Steroidobacter,genus,1,1,1,1
48332133fa1caab984e88bdbd1a89310,OTU3696,Betaproteobacteria,class,1,1,10,2.77
4835e3609862577c250ef37223badf99,OTU3716,Pseudonocardiaceae,family,0.99,3,5,3.65
4836e5ed9d215fc1c0ea348562f739f7,OTU1145,Sphingomonas,genus,0.93,1,4,2.18
485d7d4647c3438750a5a74196727ea7,OTU2102,Acidobacteria,phylum,1,1,2,1.28
4868edea8e6e5bf690360435ae6191be,OTU3794,Alphaproteobacteria,class,1,1,11,2.03
489a188a5c48c4c945d82d16a9f78bef,OTU4149,Acidobacteria_Gp3,class,1,2,2,2
48b77af2a487c6816e081948adb39d6c,OTU3506,Gammaproteobacteria,class,1,1,21,2.69
48cb874219fb6539cc1694b8132ca2ee,OTU1947,Bacteria,domain,1,1,21,1.8
48dff0ace26c9361cf9b43764421c8e2,OTU839,Gemmatimonas,genus,1,1,2,1.67
48e4c8c390a262fc09f3bdd269eb6aae,OTU1327,Spartobacteria,class,1,1,1,1
48fb13a290edc81bb386eb7a27f866a1,OTU4498,Cyanobacteria,class,1,1,6,2.32
48ff373e263923bec039c5eb41de8b4d,OTU1690,Rhodospirillaceae,family,1,1,10,3.48
49045a36a191e05ba39e84aba6aa2549,OTU1049,Rhodospirillaceae,family,1,1,10,3.48
49283fb548f8b97322c4325b0ef78a04,OTU2850,Massilia,genus,1,6,8,7
4929313483be54c04536c40c13cf8d8f,OTU1511,Pseudomonas,genus,1,1,9,4.89
495b31996505fa95da7f456e03f2e8a0,OTU2444,Saccharibacteria_genera_incertae_sedis,genus,1,1,1,1
4974289b4cc72cf27241fdfa65990b28,OTU1377,Hyphomicrobium,genus,1,1,1,1
497e15015142de0b2cde7ba9024abe03,OTU639,Actinoplanes,genus,0.84,3,6,5.17
49803123e328e74a7f94ad28855cfec6,OTU4817,Bacteria,domain,0.9,1,21,1.8
498badc92841f2d9d7d609b0d64152c1,OTU3503,Xanthomonadaceae,family,1,1,4,2.15
49d55eed716dbf91e5c9a5de410a2a57,OTU1402,Chloroflexia,class,0.99,2,3,2.5
49e9cc01c28422cf26a2ee60eebf64cc,OTU449,Betaproteobacteria,class,1,1,10,2.77
49ea911221f8bfbcd41898d0a537e925,OTU3096,Algoriphagus,genus,1,3,3,3
49fe3236f52a749c1bff628942fd670b,OTU1533,Burkholderiales,order,1,1,9,3.48
4a0a063cacf904d3a5247eb8e0808e45,OTU1927,Cytophagales,order,1,1,8,2.69
4a3db0167c4c7eac35af3a1154ef8371,OTU2424,Proteobacteria,phylum,0.89,1,21,1.96
4a3e970ed72170b300bb8e41a83af465,OTU2272,Rubrobacteridae,subclass,0.96,1,1,1
4a5fce855b228a955514d92e5bd6b82b,OTU2838,Acidobacteria_Gp4,class,0.99,1,1,1
4a70a70de2fee4e0c65951834d1f6dee,OTU3575,Bacteria,domain,1,1,21,1.8
4a72b34bf22a1c19f4cfacc2e8eadb76,OTU2451,Pseudonocardiaceae,family,1,3,5,3.65
4a7639ffe25dfedeb3af37f45d23395c,OTU2179,Alphaproteobacteria,class,1,1,11,2.03
4a82d99543c21ff3aade59f8fdcaa225,OTU3577,Legionella,genus,1,3,4,3.08
4ab20c8d8ba438fdc1de73fcf3611d4d,OTU168,Rhizobium,genus,1,3,6,3.24
4ad564240d25186be3c7168a39f5045b,OTU4692,Bacteria,domain,0.99,1,21,1.8
4adbed7141ffcae9ab4574ba0431963c,OTU3414,Bacteria,domain,1,1,21,1.8
4b29f511f269196a4e10c4f2a7856bf9,OTU530,Ramlibacter,genus,0.97,1,2,1.5
4b48e31d37285c51090877d1aed69b05,OTU5274,Bdellovibrio,genus,1,1,2,1.5
4b6a9606b3bbe26b1dc12d2db5cf13dc,OTU2025,Conexibacter,genus,1,1,1,1
4b6e4c387e0baf9ccf32f049bf4641cb,OTU2887,Acidobacteria,phylum,1,1,2,1.28
4b75f56ec487f660496a35c76aa4c45f,OTU296,Sphingobium,genus,0.97,2,4,2.67
4b8e5b731e11b6aed430576fb3e23fbd,OTU5180,Bacteria,domain,1,1,21,1.8
4bb3abd70dc0b8e5be774d8b966ab83c,OTU852,Spartobacteria,class,1,1,1,1
4bc02865d61c7e43d057678356fc8a35,OTU1695,Nannocystineae,suborder,1,2,2,2
4bd22d4b5badb687681328d4c43a9e60,OTU701,Chitinophaga,genus,1,6,6,6
4be0dfcd6c7a1192310a3308673f5737,OTU2691,Steroidobacter,genus,1,1,1,1
4be5ea0537c3ec5cf92fbb700204db92,OTU1718,Saccharibacteria_genera_incertae_sedis,genus,0.96,1,1,1
4bfeae0af6b4d11601ff268cc62d15f1,OTU2491,Hyphomicrobiaceae,family,1,1,3,1.86
4c0faf00a1ac5e891eec9a9f67a4793c,OTU1217,Mycobacterium,genus,1,1,3,1.14
4c2f7868f477df1bc2e3dc6a78312c9a,OTU1110,Micromonosporaceae,family,1,1,6,3.17
4c300f616eaa6f2217ef7585bac3b0f2,OTU4920,Rhodospirillales,order,1,1,10,3.06
4c31b9dae3fb31a155285618f9cc8146,OTU1739,Acidobacteria,phylum,1,1,2,1.28
4c38ac5ad8f573e270bc12bfa8a76cea,OTU4863,Bacteroidetes,phylum,0.99,1,13,1.29
4c46418f7ea791e6047657651de4b1e9,OTU148,Betaproteobacteria,class,1,1,10,2.77
4c47bff20d7292daa143bc68144519ee,OTU2349,Halomonadaceae,family,1,1,7,4.71
4c60a7110d606b28d23da6962a5b6792,OTU1353,Micromonosporaceae,family,1,1,6,3.17
4c62b6b8aac65dd1af6cd853baaf6c66,OTU3243,Acidimicrobineae,suborder,0.99,1,2,1.5
4c937974524e5979c7c3cc980e2299d1,OTU3819,Actinobacteria,class,1,1,11,1.83
4c9d52cc9da170854851cfb86234c412,OTU5471,Flavisolibacter,genus,0.96,3,3,3
4c9fbd11786cff13a4aa48dde14dba97,OTU3051,Spartobacteria,class,0.98,1,1,1
4ca45bca9db288122411bf167e7b9b44,OTU3323,Sphingomonadales,order,1,1,5,1.76
4cbfeaad760bc00b46c74824ddc0591d,OTU3776,Saccharibacteria_genera_incertae_sedis,genus,0.93,1,1,1
4cc283fd448c517a7d1715815565fd73,OTU2511,Pedobacter,genus,1,3,7,4.83
4ce23c28a6e72de87140671fb22c3465,OTU2252,Acidobacteria_Gp4,class,1,1,1,1
4cef9be8cdac026e17853a1892d3c63c,OTU2197,Chitinophagaceae,family,1,1,6,3.38
4cf263588d68890851fcd7caea920c96,OTU4889,Rhodospirillaceae,family,0.89,1,10,3.48
4d09559774382229cc9c83f80fca2760,OTU4570,Bacteriovoracaceae,family,0.99,2,2,2
4d0a2806069d178928495d5cb1cbd78c,OTU433,Pseudomonas,genus,1,1,9,4.89
4d0e28d84f811240f9121c56ec99b59a,OTU4561,Bacteria,domain,0.99,1,21,1.8
4d1c4e20bd79f04df12a52f6255e44b2,OTU4415,Nitrososphaera,genus,0.83,1,2,1.25
4d332c070053bbf666b1a7be47502691,OTU1982,Burkholderiales,order,0.97,1,9,3.48
4d461c28b2b0b74eac1dc36f90570ada,OTU409,Acidobacteria_Gp4,class,1,1,1,1
4d4ad6f7424cc3d8983520a4b70e9d83,OTU2418,Acidobacteria,phylum,1,1,2,1.28
4d702351210f57a1eed282da352d0e6b,OTU2110,Chromatiaceae,family,1,1,3,2.29
4d765f9c386c304e287452925baa77f2,OTU2570,Sphingomonas,genus,0.8,1,4,2.18
4d7e7cac95b0eb8fed58fd9d113d7676,OTU4280,Alphaproteobacteria,class,0.96,1,11,2.03
4d91b40dd41049ed14282a0e0d31315e,OTU730,Rubrobacteridae,subclass,1,1,1,1
4da09d4df2489510351ee7375fc370d1,OTU5257,Rhodocyclaceae,family,0.8,2,5,2.84
4da584ba2699671dc034b45cce178d4c,OTU5406,Proteobacteria,phylum,1,1,21,1.96
4dba460900e7a5efa183d3f24d3c6676,OTU996,Verrucomicrobiaceae,family,1,3,3,3
4dbc740e0d367cd15b0f5844873c9b1a,OTU2331,Verrucomicrobia,phylum,1,1,3,1.52
4dbf62a33db47ec158a363ef8f78fd9c,OTU2590,Chitinophagaceae,family,1,1,6,3.38
4dd1254cb75e5ccb92fdf4ebb1a747f7,OTU3371,Chloroflexia,class,0.99,2,3,2.5
4dd5a8d5d6a2b64e3b3dc916b84256b4,OTU3469,Coxiellaceae,family,1,1,1,1
4de3dee1cf6a140ce5ebc6ebdb4fa351,OTU4055,Gramella,genus,1,3,3,3
4de7a36478c746a1991f7ae10091fab7,OTU428,Dyadobacter,genus,1,4,4,4
4de8930fb35995ba1fe2c9f2bef236d0,OTU1772,Rhizobium,genus,1,3,6,3.24
4dea6f1ef9e394fae0356c76e3e02de2,OTU2194,Alphaproteobacteria,class,0.99,1,11,2.03
4dfcb7cf1c0b74b9dcbd9744903266ac,OTU306,Acidobacteria_Gp4,class,1,1,1,1
4e1100db0225a39ccd11196d3f0e09d9,OTU1339,Gp6,genus,1,1,1,1
4e15e2ac411fbc653b244f24329aa4a7,OTU3344,Methylophaga,genus,1,3,3,3
4e7b92644a69d46e25f7e61f9dc2bbad,OTU4144,Methylobacteriaceae,family,0.91,3,11,4.6
4e931b7b89ccc0c2d2c8f49aa592336a,OTU698,Rhizobiales,order,1,1,11,2.2
4ebb2a3e8cd237829506c8dee53ce1e4,OTU1538,Cyanobacteria,class,1,1,6,2.32
4ec00af5a5fc9879d448276d4070b698,OTU178,Chitinophagaceae,family,1,1,6,3.38
4ec3a4750a9fe69c03839f2f867f8b7f,OTU3416,Chloroflexineae,suborder,1,2,3,2.5
4eccdcfd7e95caa009c1ad071254a4ca,OTU1090,Kitasatospora,genus,1,9,11,9.67
4edb72498f18bde3bb0a273beb0a3ae4,OTU3452,Planctomycetaceae,family,1,1,8,2.54
4edd0a8c16cedf0e79b97ff30b178638,OTU246,Xanthomonadaceae,family,1,1,4,2.15
4ee854789977b3cbf936a29f5a47862c,OTU1877,Lysobacter,genus,0.98,2,3,2.12
4f270b8564ed559d7e6ab0fa51b6e68b,OTU5271,Bacteroidetes,phylum,0.95,1,13,1.29
4f2a9db34ac0549362fb36c91f6b8113,OTU4386,Planctomycetaceae,family,1,1,8,2.54
4f45989c7da5ff5b88d30fc25d8f5a52,OTU2443,Legionella,genus,1,3,4,3.08
4f54a07b890a4c37acc933ea4eb40bd2,OTU454,Massilia,genus,1,6,8,7
4f9700089bb6de2ea28ce5b009180590,OTU1636,Sphingomonas,genus,1,1,4,2.18
4f97fa20b096d57fbf432c78c6c5a669,OTU3360,Betaproteobacteria,class,0.97,1,10,2.77
4fa429075f3bbbdc2dcc6b25ddf6e791,OTU4902,Bacteria,domain,1,1,21,1.8
4fb449cdd535a4bf928576d8932dbb39,OTU1140,Bacteria,domain,0.99,1,21,1.8
4fc1dad423a67bec82eef1aac974077f,OTU2324,Methylophilus,genus,0.92,2,2,2
4fd2eaf905459c81c4ef05ef8fe5740b,OTU1323,Comamonadaceae,family,1,1,9,2.75
4fd72f3551ce1fe631769dbffd841360,OTU2417,Microvirga,genus,0.99,3,4,3.5
4ff525c2e60551044d48b8249780476d,OTU2450,Burkholderiales,order,0.99,1,9,3.48
4ff8cd7619097f3ebd1c07ee41d56173,OTU2681,Pontibacter,genus,1,4,4,4
5022c79b809fcf932a230677db5b02f2,OTU4086,Rhodospirillaceae,family,1,1,10,3.48
5028141fa04be52621508f682a44af82,OTU4852,Enterobacteriaceae,family,0.95,1,13,6.89
50290439170001957f24a96e84b56de9,OTU1751,Phenylobacterium,genus,1,1,1,1
503cdfdd8b2f3ce9c357ce2bfa0fe8cc,OTU1191,Acidimicrobineae,suborder,0.81,1,2,1.5
504744ee92bd3de3b808a55b26b41ffe,OTU3903,Planctomycetaceae,family,1,1,8,2.54
5047fc3e1a29b9737566d01a754f5472,OTU4256,Bacteria,domain,1,1,21,1.8
5063798d7d3332ef4726cf144158c8ed,OTU327,Bacteria,domain,1,1,21,1.8
50681c4dd5fbd1d1dc8bccd102526b8e,OTU1582,Sphingomonadales,order,1,1,5,1.76
50701d71e04b8ae8019a8fc7255e13f6,OTU566,Betaproteobacteria,class,1,1,10,2.77
5074ff548640fff4404556e82f558d8e,OTU1067,Sphingomonas,genus,0.98,1,4,2.18
508af10a7c3ba5743e736adfe04df5df,OTU1908,Burkholderia,genus,0.99,2,7,4.76
50956a4a5a61c48c6406cb2f9b2ec267,OTU354,Bacteria,domain,1,1,21,1.8
5096ab362fc65388396bf5fc95687d37,OTU3448,Actinobacteria,class,1,1,11,1.83
50a0836c5fd765a77783ad22b377a8a2,OTU3420,Exiguobacterium,genus,1,9,10,9.17
50aca3c449ed2456592404c4b9e9d94c,OTU1950,Acidimicrobineae,suborder,1,1,2,1.5
50b1b880c7ebb96cafd05c90e28e2d64,OTU586,Acidobacteria,phylum,1,1,2,1.28
50b7ffedfa2b07da88f480c4a3486ed1,OTU293,Intrasporangiaceae,family,1,2,2,2
50bae8b8c0d1b918625d62b049d767d9,OTU4316,Proteobacteria,phylum,1,1,21,1.96
50de718b0471930229611a0082e02e8d,OTU2038,Xanthomonadaceae,family,1,1,4,2.15
51009b4a877dfdaf3bee4e1e63b4198e,OTU702,Aquabacterium,genus,0.87,3,4,3.5
5132da162d2aed8d83ab6372aff611ea,OTU4427,Bacteria,domain,1,1,21,1.8
513a891b04f7662e5efc85494d2be983,OTU3045,Alphaproteobacteria_incertae_sedis,order,0.89,2,2,2
514155417a8bddb9801efa6f5074b276,OTU1492,Geodermatophilaceae,family,1,3,3,3
514e76142542d4a41c7e38a8abfd399b,OTU935,Chitinophagaceae,family,1,1,6,3.38
51a19020df66ab47ed991d7d04ee51d2,OTU5080,Pseudomonas,genus,0.95,1,9,4.89
51ab7418dfba7d964d71cbc1b7bfb099,OTU3554,Saccharibacteria_genera_incertae_sedis,genus,0.91,1,1,1
51af49ce3e87dafcd94d50f8ae7eaa71,OTU5379,Nitrospira,genus,1,1,1,1
51afbf2edd80cd44142621feb8f309b9,OTU2319,Chitinophagaceae,family,1,1,6,3.38
51baf675827e4b7d01ad0d1ec47c6bd0,OTU1153,Arthrobacter,genus,1,4,9,5.71
51c53e7a41678df20a6a07b40e9e6737,OTU1880,Pseudomonas,genus,0.99,1,9,4.89
51d1c9120e199a725460dd385afae366,OTU1604,Lysobacter,genus,0.99,2,3,2.12
520101787eb35c723902c6418d89e038,OTU1627,Rhizobiales,order,1,1,11,2.2
52324d070914859ea88a5161b8812d1d,OTU525,Xanthomonadaceae,family,1,1,4,2.15
523b20438daf6c4d576b87c893c33aeb,OTU1131,Bacteria,domain,1,1,21,1.8
525412e9d7ebdeac6e45d9bf0ba96faf,OTU1969,Rubrobacteridae,subclass,1,1,1,1
526bd96c00b54b63063613ff31f5bb64,OTU104,Verrucomicrobiaceae,family,1,3,3,3
