Class,GO_Name,GO_ID,GO_Level,P_value,EnrichmentScore,HitsGenesCountsInSelectedSet,HitsGenesCountsInBackground,AllGenesCountsInSelectedSet,AllGenesCountsInBackground,GenesOfSelectedSetInGOterm,corrected p-value(BH method)
Molecular function,carboxylic acid transmembrane transporter activity,GO:0046943,7,5.50E-06,6.007757611,10,61,672,24627,"Medtr8g089340,Medtr8g089342,Medtr4g065007,Medtr3g110660,Medtr3g100570,Medtr3g029510,Medtr1g030660,Medtr8g085630,Medtr1g109390,Medtr8g089320,",9.88E-05
Molecular function,organic acid transmembrane transporter activity,GO:0005342,4,5.50E-06,6.007757611,10,61,672,24627,"Medtr8g089340,Medtr8g089342,Medtr4g065007,Medtr3g110660,Medtr3g100570,Medtr3g029510,Medtr1g030660,Medtr8g085630,Medtr1g109390,Medtr8g089320,",9.88E-05
Molecular function,transition metal ion transmembrane transporter activity,GO:0046915,8,1.05E-05,7.329464286,8,40,672,24627,"Medtr3g082050,Medtr3g081690,Medtr4g083570,Medtr0027s0220,Medtr4g065660,Medtr7g066070,Medtr1g015000,Medtr6g007687,",1.75E-04
Molecular function,exopeptidase activity,GO:0008238,6,3.25E-05,3.873294135,13,123,672,24627,"Medtr7g105400,Medtr3g079620,Medtr3g079630,Medtr3g079600,Medtr3g079590,Medtr3g079570,Medtr3g079560,Medtr4g057600,Medtr7g080180,Medtr4g075150,Medtr2g018590,Medtr4g057585,Medtr4g057595,",5.23E-04
Molecular function,inorganic anion transmembrane transporter activity,GO:0015103,6,4.43E-05,5.319772465,9,62,672,24627,"Medtr3g108190,Medtr5g014150,Medtr4g084620,Medtr8g096050,Medtr3g087740,Medtr2g008470,Medtr1g010210,Medtr1g010270,Medtr8g087720,",6.90E-04
Molecular function,ammonium transmembrane transporter activity,GO:0008519,6,5.07E-05,11.45228795,5,16,672,24627,"Medtr8g095040,Medtr1g036410,Medtr5g012810,Medtr8g074750,Medtr7g115050,",7.64E-04
Molecular function,amino acid transmembrane transporter activity,GO:0015171,8,6.60E-05,6.750822368,7,38,672,24627,"Medtr8g089340,Medtr8g089342,Medtr3g110660,Medtr1g030660,Medtr8g085630,Medtr1g109390,Medtr8g089320,",9.63E-04
Molecular function,metal ion transmembrane transporter activity,GO:0046873,7,1.23E-04,3.226808176,14,159,672,24627,"Medtr3g082050,Medtr3g058630,Medtr3g081690,Medtr4g083570,Medtr0027s0220,Medtr3g029510,Medtr8g107510,Medtr6g092840,Medtr4g065660,Medtr4g058730,Medtr7g066070,Medtr1g015000,Medtr3g108320,Medtr6g007687,",0.001736435
Molecular function,transition metal ion binding,GO:0046914,6,1.26E-04,1.480699856,88,2178,672,24627,"Medtr0554s0020,Medtr3g464530,Medtr3g065250,Medtr4g106680,Medtr3g076630,Medtr6g018860,Medtr6g034940,Medtr1g104590,Medtr8g089190,Medtr8g080520,Medtr3g098650,Medtr2g089310,Medtr6g008530,Medtr6g462640,Medtr8g033380,Medtr1g090450,Medtr3g093530,Medtr1g090440,Medtr2g031270,Medtr8g091690,Medtr3g058390,Medtr8g035810,Medtr5g026730,Medtr8g035820,Medtr5g095230,Medtr5g095220,Medtr7g088350,Medtr3g114910,Medtr3g020780,Medtr8g046240,Medtr1g060120,Medtr5g026720,Medtr2g065360,Medtr2g030855,Medtr5g045710,Medtr5g070685,Medtr0147s0030,Medtr0045s0070,Medtr0451s0010,Medtr1g009840,Medtr4g128930,Medtr7g053290,Medtr4g096840,Medtr3g057910,Medtr8g071815,Medtr8g075330,Medtr5g064990,Medtr6g092660,Medtr6g008430,Medtr3g057980,Medtr6g006990,Medtr5g094840,Medtr1g035190,Medtr3g079240,Medtr4g102280,Medtr7g079440,Medtr3g058240,Medtr3g073150,Medtr3g058250,Medtr4g052780,Medtr4g052770,Medtr2g086640,Medtr4g107440,Medtr2g086630,Medtr2g019370,Medtr5g025610,Medtr7g103450,Medtr1g062860,Medtr3g467130,Medtr5g092150,Medtr3g467140,Medtr2g007340,Medtr3g085740,Medtr1g090707,Medtr7g092620,Medtr7g062580,Medtr3g058060,Medtr2g086620,Medtr7g092600,Medtr2g105360,Medtr4g087140,Medtr2g010530,Medtr3g058000,Medtr8g060850,Medtr8g076940,Medtr3g058400,Medtr1g102070,Medtr3g104560,",0.00173632
Molecular function,enzyme inhibitor activity,GO:0004857,4,3.25E-04,2.38744765,20,307,672,24627,"Medtr3g020970,Medtr2g010815,Medtr8g104580,Medtr8g461690,Medtr2g010800,Medtr0084s0030,Medtr8g060550,Medtr7g108815,Medtr6g017225,Medtr3g008760,Medtr8g461050,Medtr3g014820,Medtr3g014870,Medtr0100s0150,Medtr3g463590,Medtr0211s0080,Medtr5g045470,Medtr0302s0030,Medtr8g059790,Medtr3g020880,",0.004213767
Molecular function,active transmembrane transporter activity,GO:0022804,4,5.18E-04,2.114268544,24,416,672,24627,"Medtr1g021740,Medtr6g009110,Medtr8g022270,Medtr8g006790,Medtr5g045520,Medtr4g077930,Medtr7g082810,Medtr7g082800,Medtr3g029510,Medtr4g084620,Medtr3g096380,Medtr4g123583,Medtr4g124050,Medtr6g008820,Medtr2g026160,Medtr5g033080,Medtr3g087740,Medtr7g087400,Medtr2g008470,Medtr3g107800,Medtr4g081190,Medtr3g086430,Medtr2g036650,Medtr1g028600,",0.00636221
Molecular function,inorganic cation transmembrane transporter activity,GO:0022890,6,6.43E-04,2.262180335,20,324,672,24627,"Medtr3g082050,Medtr3g058630,Medtr3g081690,Medtr4g083570,Medtr8g006790,Medtr5g045520,Medtr0027s0220,Medtr3g029510,Medtr8g107510,Medtr3g096380,Medtr4g123583,Medtr2g026160,Medtr6g092840,Medtr4g065660,Medtr4g058730,Medtr7g066070,Medtr1g015000,Medtr2g036650,Medtr3g108320,Medtr6g007687,",0.007512274
Molecular function,manganese ion binding,GO:0030145,7,7.59E-04,4.071924603,8,72,672,24627,"Medtr2g031270,Medtr1g060120,Medtr2g030855,Medtr4g052780,Medtr4g052770,Medtr2g086640,Medtr2g086630,Medtr2g086620,",0.008434436
Molecular function,"transferase activity, transferring hexosyl groups",GO:0016758,5,8.09E-04,1.925187617,28,533,672,24627,"Medtr8g008990,Medtr7g067330,Medtr5g070040,Medtr6g013440,Medtr2g062560,Medtr7g033325,Medtr3g008010,Medtr8g061960,Medtr8g059425,Medtr4g117950,Medtr1g105900,Medtr7g070940,Medtr4g007220,Medtr3g031450,Medtr7g102460,Medtr0288s0020,Medtr4g094220,Medtr8g077590,Medtr1g110290,Medtr7g080950,Medtr7g070870,Medtr0536s0010,Medtr0536s0020,Medtr5g058320,Medtr3g007770,Medtr8g009055,Medtr7g070810,Medtr4g118000,",0.008791149
Molecular function,"peptidase activity, acting on L-amino acid peptides",GO:0070011,5,0.00219091,1.739765642,31,653,672,24627,"Medtr5g011340,Medtr7g105400,Medtr4g080700,Medtr3g079620,Medtr3g079630,Medtr3g079600,Medtr3g079590,Medtr3g079570,Medtr5g022560,Medtr3g079560,Medtr2g075830,Medtr4g057600,Medtr7g080180,Medtr1g079120,Medtr3g082200,Medtr4g075150,Medtr5g011320,Medtr7g061780,Medtr5g011310,Medtr5g011260,Medtr5g011270,Medtr4g079770,Medtr4g047610,Medtr5g025010,Medtr4g080730,Medtr2g018590,Medtr4g057585,Medtr4g107930,Medtr4g057595,Medtr4g079800,Medtr4g102400,",0.020061862
Molecular function,electron transfer activity,GO:0009055,4,0.002918535,2.262180335,15,243,672,24627,"Medtr3g089035,Medtr7g086090,Medtr3g089005,Medtr7g086160,Medtr6g011640,Medtr3g104510,Medtr7g086140,Medtr7g086100,Medtr7g086190,Medtr1g105130,Medtr3g099980,Medtr1g088925,Medtr1g105120,Medtr7g086230,Medtr7g086220,",0.025716145
Molecular function,enzyme regulator activity,GO:0030234,3,0.004024647,1.900231481,21,405,672,24627,"Medtr3g020970,Medtr2g010815,Medtr8g104580,Medtr8g461690,Medtr2g010800,Medtr0084s0030,Medtr8g060550,Medtr7g108815,Medtr6g017225,Medtr3g008760,Medtr8g461050,Medtr3g014820,Medtr3g014870,Medtr1g112940,Medtr0100s0150,Medtr3g463590,Medtr0211s0080,Medtr5g045470,Medtr0302s0030,Medtr8g059790,Medtr3g020880,",0.034172912
Molecular function,molecular function regulator,GO:0098772,2,0.004292814,1.857698321,22,434,672,24627,"Medtr3g020970,Medtr2g010815,Medtr8g104580,Medtr8g461690,Medtr2g010800,Medtr2g084855,Medtr0084s0030,Medtr8g060550,Medtr7g108815,Medtr6g017225,Medtr3g008760,Medtr8g461050,Medtr3g014820,Medtr3g014870,Medtr1g112940,Medtr0100s0150,Medtr3g463590,Medtr0211s0080,Medtr5g045470,Medtr0302s0030,Medtr8g059790,Medtr3g020880,",0.035799003
Molecular function,secondary active transmembrane transporter activity,GO:0015291,5,0.006377792,2.215884551,13,215,672,24627,"Medtr1g021740,Medtr5g045520,Medtr7g082810,Medtr7g082800,Medtr3g029510,Medtr4g084620,Medtr3g096380,Medtr4g123583,Medtr2g026160,Medtr3g087740,Medtr7g087400,Medtr2g008470,Medtr1g028600,",0.048039172
Molecular function,drug transmembrane transporter activity,GO:0015238,4,0.007242644,2.846393897,8,103,672,24627,"Medtr1g021740,Medtr5g045520,Medtr7g082810,Medtr7g082800,Medtr3g029510,Medtr8g096050,Medtr7g087400,Medtr8g089320,",0.052035611
Molecular function,nutrient reservoir activity,GO:0045735,2,0.007664138,2.819024725,8,104,672,24627,"Medtr2g031270,Medtr1g060120,Medtr2g030855,Medtr4g052780,Medtr4g052770,Medtr2g086640,Medtr2g086630,Medtr2g086620,",0.054229586
Molecular function,metal ion binding,GO:0046872,5,0.009372628,1.201551522,142,4331,672,24627,"Medtr2g025180,Medtr0554s0020,Medtr3g464530,Medtr4g011690,Medtr1g070135,Medtr3g065250,Medtr4g106680,Medtr3g088565,Medtr3g076630,Medtr4g106870,Medtr7g078010,Medtr6g018860,Medtr6g034940,Medtr1g104590,Medtr8g089190,Medtr8g080520,Medtr2g010815,Medtr3g098650,Medtr2g089310,Medtr6g008530,Medtr6g462640,Medtr6g051680,Medtr8g033380,Medtr2g104130,Medtr2g010800,Medtr4g037670,Medtr1g027570,Medtr3g018790,Medtr0188s0020,Medtr4g057230,Medtr1g090450,Medtr3g093530,Medtr1g090440,Medtr8g006790,Medtr1g024980,Medtr2g031270,Medtr8g091690,Medtr3g058390,Medtr7g104360,Medtr4g074130,Medtr8g035810,Medtr7g090520,Medtr5g026730,Medtr8g035820,Medtr5g095230,Medtr5g095220,Medtr7g088350,Medtr3g114910,Medtr6g071605,Medtr3g110008,Medtr3g020780,Medtr8g046240,Medtr1g060120,Medtr5g026720,Medtr2g065360,Medtr2g030855,Medtr5g045710,Medtr7g062600,Medtr8g038220,Medtr8g101330,Medtr5g070685,Medtr8g096050,Medtr6g034195,Medtr8g038210,Medtr0147s0030,Medtr0045s0070,Medtr1g112270,Medtr6g043460,Medtr0451s0010,Medtr1g009840,Medtr4g128930,Medtr7g053290,Medtr7g072410,Medtr8g043970,Medtr4g096840,Medtr3g057910,Medtr7g012000,Medtr7g086820,Medtr8g071815,Medtr8g075330,Medtr5g014400,Medtr5g064990,Medtr6g092660,Medtr6g008430,Medtr2g068950,Medtr3g098320,Medtr2g068960,Medtr3g057980,Medtr6g006990,Medtr1g055255,Medtr5g094840,Medtr2g437380,Medtr1g035190,Medtr3g079240,Medtr4g102280,Medtr7g079440,Medtr1g105965,Medtr3g099040,Medtr5g025690,Medtr5g005570,Medtr3g058240,Medtr3g073150,Medtr3g058250,Medtr4g052780,Medtr4g021725,Medtr4g052770,Medtr4g021730,Medtr2g086640,Medtr4g107440,Medtr2g086630,Medtr2g019370,Medtr5g025610,Medtr7g103450,Medtr1g062860,Medtr3g467130,Medtr5g092150,Medtr7g016090,Medtr3g467140,Medtr2g007340,Medtr5g020960,Medtr3g085740,Medtr1g090707,Medtr7g092620,Medtr3g007770,Medtr7g062580,Medtr2g036650,Medtr3g058060,Medtr2g086620,Medtr7g092600,Medtr2g105360,Medtr4g087140,Medtr2g010530,Medtr3g058000,Medtr8g041620,Medtr8g060850,Medtr6g015950,Medtr8g076940,Medtr3g058400,Medtr1g070250,Medtr8g041600,Medtr1g102070,Medtr3g104560,",0.064367904
Molecular function,dioxygenase activity,GO:0051213,4,0.00942529,2.395249767,10,153,672,24627,"Medtr4g011690,Medtr1g070135,Medtr3g109610,Medtr4g074130,Medtr7g090520,Medtr2g072190,Medtr7g045370,Medtr5g005570,Medtr2g019370,Medtr1g102070,",0.063791456
Molecular function,protein serine/threonine kinase activity,GO:0004674,7,0.010064088,1.487818605,38,936,672,24627,"Medtr8g068050,Medtr8g092290,Medtr1g027160,Medtr4g093040,Medtr3g064110,Medtr2g023890,Medtr5g030920,Medtr7g079320,Medtr1g040875,Medtr1g027570,Medtr5g086080,Medtr8g067930,Medtr3g064090,Medtr8g067720,Medtr2g036500,Medtr1g098300,Medtr4g094858,Medtr5g026760,Medtr1g021635,Medtr3g104900,Medtr3g031480,Medtr8g043970,Medtr8g068540,Medtr1g048360,Medtr2g437730,Medtr5g026010,Medtr7g116130,Medtr5g033490,Medtr1g055255,Medtr7g115740,Medtr1g027250,Medtr3g019530,Medtr0015s0030,Medtr4g129010,Medtr5g092815,Medtr8g041650,Medtr6g007690,Medtr8g067630,",0.067141845
Molecular function,cation binding,GO:0043169,4,0.010199445,1.198507518,142,4342,672,24627,"Medtr2g025180,Medtr0554s0020,Medtr3g464530,Medtr4g011690,Medtr1g070135,Medtr3g065250,Medtr4g106680,Medtr3g088565,Medtr3g076630,Medtr4g106870,Medtr7g078010,Medtr6g018860,Medtr6g034940,Medtr1g104590,Medtr8g089190,Medtr8g080520,Medtr2g010815,Medtr3g098650,Medtr2g089310,Medtr6g008530,Medtr6g462640,Medtr6g051680,Medtr8g033380,Medtr2g104130,Medtr2g010800,Medtr4g037670,Medtr1g027570,Medtr3g018790,Medtr0188s0020,Medtr4g057230,Medtr1g090450,Medtr3g093530,Medtr1g090440,Medtr8g006790,Medtr1g024980,Medtr2g031270,Medtr8g091690,Medtr3g058390,Medtr7g104360,Medtr4g074130,Medtr8g035810,Medtr7g090520,Medtr5g026730,Medtr8g035820,Medtr5g095230,Medtr5g095220,Medtr7g088350,Medtr3g114910,Medtr6g071605,Medtr3g110008,Medtr3g020780,Medtr8g046240,Medtr1g060120,Medtr5g026720,Medtr2g065360,Medtr2g030855,Medtr5g045710,Medtr7g062600,Medtr8g038220,Medtr8g101330,Medtr5g070685,Medtr8g096050,Medtr6g034195,Medtr8g038210,Medtr0147s0030,Medtr0045s0070,Medtr1g112270,Medtr6g043460,Medtr0451s0010,Medtr1g009840,Medtr4g128930,Medtr7g053290,Medtr7g072410,Medtr8g043970,Medtr4g096840,Medtr3g057910,Medtr7g012000,Medtr7g086820,Medtr8g071815,Medtr8g075330,Medtr5g014400,Medtr5g064990,Medtr6g092660,Medtr6g008430,Medtr2g068950,Medtr3g098320,Medtr2g068960,Medtr3g057980,Medtr6g006990,Medtr1g055255,Medtr5g094840,Medtr2g437380,Medtr1g035190,Medtr3g079240,Medtr4g102280,Medtr7g079440,Medtr1g105965,Medtr3g099040,Medtr5g025690,Medtr5g005570,Medtr3g058240,Medtr3g073150,Medtr3g058250,Medtr4g052780,Medtr4g021725,Medtr4g052770,Medtr4g021730,Medtr2g086640,Medtr4g107440,Medtr2g086630,Medtr2g019370,Medtr5g025610,Medtr7g103450,Medtr1g062860,Medtr3g467130,Medtr5g092150,Medtr7g016090,Medtr3g467140,Medtr2g007340,Medtr5g020960,Medtr3g085740,Medtr1g090707,Medtr7g092620,Medtr3g007770,Medtr7g062580,Medtr2g036650,Medtr3g058060,Medtr2g086620,Medtr7g092600,Medtr2g105360,Medtr4g087140,Medtr2g010530,Medtr3g058000,Medtr8g041620,Medtr8g060850,Medtr6g015950,Medtr8g076940,Medtr3g058400,Medtr1g070250,Medtr8g041600,Medtr1g102070,Medtr3g104560,",0.067086487
Molecular function,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626,11,0.014492568,2.144258169,11,188,672,24627,"Medtr6g009110,Medtr8g022270,Medtr8g006790,Medtr4g077930,Medtr4g124050,Medtr6g008820,Medtr5g033080,Medtr3g107800,Medtr4g081190,Medtr3g086430,Medtr2g036650,",0.092712729
Molecular function,serine-type endopeptidase activity,GO:0004252,7,0.018587573,2.15572479,10,170,672,24627,"Medtr5g011340,Medtr1g079120,Medtr3g082200,Medtr5g011320,Medtr7g061780,Medtr5g011310,Medtr5g011260,Medtr5g011270,Medtr5g025010,Medtr4g102400,",0.11730266
Molecular function,P-P-bond-hydrolysis-driven transmembrane transporter activity,GO:0015405,6,0.0218692,2.015602679,11,200,672,24627,"Medtr6g009110,Medtr8g022270,Medtr8g006790,Medtr4g077930,Medtr4g124050,Medtr6g008820,Medtr5g033080,Medtr3g107800,Medtr4g081190,Medtr3g086430,Medtr2g036650,",0.132635281
Molecular function,primary active transmembrane transporter activity,GO:0015399,5,0.0218692,2.015602679,11,200,672,24627,"Medtr6g009110,Medtr8g022270,Medtr8g006790,Medtr4g077930,Medtr4g124050,Medtr6g008820,Medtr5g033080,Medtr3g107800,Medtr4g081190,Medtr3g086430,Medtr2g036650,",0.132635281
Molecular function,"ATPase activity, coupled to movement of substances",GO:0043492,10,0.022588939,2.005574805,11,201,672,24627,"Medtr6g009110,Medtr8g022270,Medtr8g006790,Medtr4g077930,Medtr4g124050,Medtr6g008820,Medtr5g033080,Medtr3g107800,Medtr4g081190,Medtr3g086430,Medtr2g036650,",0.13353208
Molecular function,"transferase activity, transferring glycosyl groups",GO:0016757,4,0.022733732,1.475731064,30,745,672,24627,"Medtr8g008990,Medtr7g067330,Medtr5g070040,Medtr6g013440,Medtr2g062560,Medtr7g033325,Medtr3g008010,Medtr8g061960,Medtr8g059425,Medtr4g117950,Medtr1g105900,Medtr1g024980,Medtr7g070940,Medtr4g007220,Medtr3g031450,Medtr7g102460,Medtr0288s0020,Medtr4g094220,Medtr8g077590,Medtr1g110290,Medtr7g080950,Medtr7g070870,Medtr0536s0010,Medtr0536s0020,Medtr5g058320,Medtr3g007770,Medtr8g009055,Medtr7g070810,Medtr4g118000,Medtr1g049240,",0.132708162
Molecular function,hydro-lyase activity,GO:0016836,5,0.036029575,2.734874733,5,67,672,24627,"Medtr1g052525,Medtr1g059960,Medtr4g094265,Medtr6g006990,Medtr1g062860,",0.158734072
Molecular function,"hydrolase activity, hydrolyzing O-glycosyl compounds",GO:0004553,5,0.038080245,1.491837863,23,565,672,24627,"Medtr3g096910,Medtr8g055940,Medtr2g062560,Medtr3g098650,Medtr6g086575,Medtr1g105900,Medtr4g076490,Medtr8g089665,Medtr3g033810,Medtr6g079630,Medtr8g075990,Medtr6g078450,Medtr3g026280,Medtr5g043550,Medtr8g075330,Medtr8g467650,Medtr0027s0260,Medtr8g089740,Medtr2g019345,Medtr3g438050,Medtr3g112060,Medtr5g044000,Medtr2g008240,",0.166200694
Cellular component,intrinsic component of membrane,GO:0031224,3,3.60E-07,1.204428649,298,10164,438,17993,"Medtr8g068050,Medtr8g103233,Medtr1g021740,Medtr1g050525,Medtr4g108170,Medtr1g111510,Medtr3g064110,Medtr5g004980,Medtr7g085840,Medtr1g050550,Medtr8g010530,Medtr6g009110,Medtr4g046037,Medtr1g101370,Medtr7g028815,Medtr7g112720,Medtr3g113930,Medtr3g058660,Medtr5g030910,Medtr4g106680,Medtr1g111530,Medtr3g088965,Medtr2g089380,Medtr3g113920,Medtr3g072520,Medtr3g082050,Medtr6g018860,Medtr6g034940,Medtr1g013410,Medtr1g028460,Medtr3g058630,Medtr1g111540,Medtr3g111270,Medtr5g033580,Medtr3g061390,Medtr5g063930,Medtr3g081690,Medtr8g080520,Medtr2g063823,Medtr8g099055,Medtr3g028650,Medtr2g023860,Medtr8g022270,Medtr1g115140,Medtr5g030920,Medtr3g072500,Medtr3g115940,Medtr1g078170,Medtr8g099060,Medtr6g008530,Medtr7g033325,Medtr8g074170,Medtr5g035650,Medtr6g462640,Medtr4g068340,Medtr8g014900,Medtr5g035640,Medtr8g080570,Medtr8g089340,Medtr2g070570,Medtr8g089342,Medtr8g074580,Medtr2g063863,Medtr4g065007,Medtr4g049340,Medtr8g061960,Medtr2g044100,Medtr1g094810,Medtr8g009200,Medtr8g095040,Medtr3g108190,Medtr7g024730,Medtr4g083570,Medtr7g100160,Medtr3g110750,Medtr5g075520,Medtr1g027570,Medtr4g122110,Medtr5g014340,Medtr3g110660,Medtr5g086080,Medtr5g073960,Medtr1g090450,Medtr3g093530,Medtr8g067930,Medtr1g062970,Medtr1g090440,Medtr3g100570,Medtr8g006790,Medtr2g011760,Medtr1g077660,Medtr2g093750,Medtr5g014150,Medtr2g029300,Medtr7g098090,Medtr8g067940,Medtr6g027310,Medtr3g083630,Medtr1g036410,Medtr3g088460,Medtr7g098040,Medtr5g045520,Medtr6g027320,Medtr7g113960,Medtr7g103300,Medtr2g009980,Medtr8g087420,Medtr2g013680,Medtr3g040370,Medtr2g101920,Medtr3g058390,Medtr4g077930,Medtr0027s0220,Medtr6g051860,Medtr5g094380,Medtr8g035810,Medtr3g064090,Medtr7g082810,Medtr5g012810,Medtr5g026730,Medtr2g017805,Medtr8g035820,Medtr5g095230,Medtr8g067720,Medtr8g012850,Medtr7g082800,Medtr6g069030,Medtr7g088350,Medtr1g030600,Medtr3g029510,Medtr8g072640,Medtr2g011580,Medtr2g036500,Medtr4g007220,Medtr8g046240,Medtr5g026720,Medtr3g435740,Medtr2g038675,Medtr5g031160,Medtr4g094858,Medtr4g081950,Medtr1g033360,Medtr7g061780,Medtr5g068140,Medtr1g051120,Medtr5g070685,Medtr4g084620,Medtr8g096050,Medtr2g102010,Medtr8g107510,Medtr3g104420,Medtr5g026760,Medtr7g106130,Medtr1g030660,Medtr0147s0030,Medtr7g086160,Medtr8g075990,Medtr0045s0070,Medtr1g021635,Medtr3g031480,Medtr7g086140,Medtr7g098230,Medtr8g043970,Medtr7g106880,Medtr3g057910,Medtr6g037750,Medtr8g071050,Medtr3g096380,Medtr4g006570,Medtr3g078623,Medtr8g068540,Medtr8g074750,Medtr8g071815,Medtr5g096840,Medtr4g123583,Medtr1g040500,Medtr4g124050,Medtr6g029330,Medtr1g048360,Medtr6g021615,Medtr6g009540,Medtr0018s0220,Medtr8g075330,Medtr3g049390,Medtr5g064990,Medtr7g116650,Medtr7g098200,Medtr0018s0230,Medtr1g027200,Medtr6g008430,Medtr2g437730,Medtr5g044220,Medtr8g074270,Medtr3g098320,Medtr4g075570,Medtr3g072830,Medtr6g008820,Medtr1g092420,Medtr5g026010,Medtr2g026160,Medtr3g057980,Medtr4g058570,Medtr7g116130,Medtr5g033080,Medtr1g009240,Medtr7g099570,Medtr5g033490,Medtr6g092840,Medtr5g005950,Medtr7g115740,Medtr3g087740,Medtr5g094840,Medtr1g009270,Medtr3g089125,Medtr2g062220,Medtr7g086190,Medtr4g102280,Medtr8g097190,Medtr6g045483,Medtr4g093845,Medtr4g065660,Medtr4g058730,Medtr6g081060,Medtr7g066070,Medtr1g105130,Medtr7g087400,Medtr2g008470,Medtr8g085630,Medtr3g117690,Medtr3g019530,Medtr3g107800,Medtr8g014730,Medtr6g027470,Medtr3g063240,Medtr8g066950,Medtr3g099980,Medtr1g110290,Medtr0015s0030,Medtr3g093270,Medtr7g115050,Medtr7g102870,Medtr7g071110,Medtr5g012270,Medtr2g094270,Medtr1g109390,Medtr7g103450,Medtr3g099740,Medtr3g093290,Medtr4g081190,Medtr2g096900,Medtr1g015000,Medtr3g086430,Medtr1g090737,Medtr8g077890,Medtr7g098160,Medtr7g099710,Medtr1g105120,Medtr3g467130,Medtr7g102840,Medtr4g126930,Medtr4g123537,Medtr1g116000,Medtr2g017750,Medtr7g092620,Medtr3g007770,Medtr6g016245,Medtr6g477760,Medtr8g087780,Medtr8g028780,Medtr3g435230,Medtr8g041650,Medtr2g006280,Medtr2g036650,Medtr3g058060,Medtr2g098490,Medtr7g092600,Medtr2g105360,Medtr4g107930,Medtr1g010210,Medtr6g007690,Medtr3g108320,Medtr2g010530,Medtr1g010270,Medtr6g007687,Medtr2g055690,Medtr8g076940,Medtr3g058400,Medtr1g028600,Medtr5g026640,Medtr2g008240,Medtr8g089320,Medtr8g107450,Medtr3g090950,Medtr8g087710,Medtr7g010650,Medtr8g087720,Medtr7g086220,Medtr3g104560,",6.02E-05
