Class,GO_Name,GO_ID,GO_Level,P_value,EnrichmentScore,HitsGenesCountsInSelectedSet,HitsGenesCountsInBackground,AllGenesCountsInSelectedSet,AllGenesCountsInBackground,GenesOfSelectedSetInGOterm,corrected p-value(BH method)
Cellular component,endoplasmic reticulum membrane,GO:0005789,6,0.00648001,3.620321932,6,142,210,17993,"Medtr5g091050,Medtr5g026480,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr5g026500,",0.05582778
Cellular component,nuclear outer membrane-endoplasmic reticulum membrane network,GO:0042175,3,0.007391308,3.521135029,6,146,210,17993,"Medtr5g091050,Medtr5g026480,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr5g026500,",0.059130465
Cellular component,endoplasmic reticulum part,GO:0044432,5,0.008391813,3.427238095,6,150,210,17993,"Medtr5g091050,Medtr5g026480,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr5g026500,",0.058742692
Cellular component,plasma membrane,GO:0005886,3,0.022182501,1.562777085,23,1261,210,17993,"Medtr3g095480,Medtr4g010650,Medtr4g127100,Medtr8g069775,Medtr7g101170,Medtr5g005960,Medtr5g041900,Medtr2g035430,Medtr7g104130,Medtr4g057890,Medtr0015s0130,Medtr1g058570,Medtr8g017410,Medtr7g101190,Medtr3g008580,Medtr2g101370,Medtr4g039720,Medtr5g086130,Medtr4g081880,Medtr2g086740,Medtr1g058540,Medtr8g028475,Medtr1g058560,",0.146143535
Biological process,hydrogen peroxide catabolic process,GO:0042744,7,3.00E-11,8.937931034,16,116,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr1g115900,Medtr4g133800,Medtr6g043280,Medtr1g077000,Medtr7g107520,",2.28E-08
Biological process,antibiotic catabolic process,GO:0017001,6,7.41E-11,8.429268293,16,123,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr1g115900,Medtr4g133800,Medtr6g043280,Medtr1g077000,Medtr7g107520,",2.81E-08
Biological process,hydrogen peroxide metabolic process,GO:0042743,6,1.94E-10,7.914503817,16,131,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr1g115900,Medtr4g133800,Medtr6g043280,Medtr1g077000,Medtr7g107520,",4.91E-08
Biological process,cofactor catabolic process,GO:0051187,5,3.82E-10,7.567883212,16,137,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr1g115900,Medtr4g133800,Medtr6g043280,Medtr1g077000,Medtr7g107520,",7.25E-08
Biological process,oxidation-reduction process,GO:0055114,3,5.36E-10,2.084795064,73,2269,295,19116,"Medtr3g058610,Medtr8g035780,Medtr4g046713,Medtr1g033810,Medtr7g026990,Medtr5g094560,Medtr3g105790,Medtr5g094570,Medtr1g070120,Medtr5g017860,Medtr1g025980,Medtr5g010750,Medtr4g132320,Medtr5g024020,Medtr8g479380,Medtr5g025230,Medtr3g070860,Medtr4g066130,Medtr5g470730,Medtr1g034330,Medtr5g025250,Medtr6g066230,Medtr4g029200,Medtr2g437770,Medtr0059s0170,Medtr1g009750,Medtr5g094540,Medtr5g091050,Medtr8g072260,Medtr5g094550,Medtr8g023760,Medtr3g092990,Medtr1g091010,Medtr6g015910,Medtr4g029190,Medtr7g045650,Medtr7g063650,Medtr4g015790,Medtr3g092890,Medtr1g090987,Medtr5g026480,Medtr8g037880,Medtr4g127670,Medtr8g056100,Medtr4g044110,Medtr5g026430,Medtr1g115900,Medtr4g133800,Medtr6g023590,Medtr2g007060,Medtr3g008580,Medtr5g026450,Medtr5g026460,Medtr4g054920,Medtr7g068650,Medtr3g110330,Medtr6g023600,Medtr6g043280,Medtr5g031305,Medtr7g068780,Medtr1g086550,Medtr4g117660,Medtr3g073180,Medtr5g013470,Medtr5g026500,Medtr7g056393,Medtr4g097510,Medtr1g077000,Medtr3g058210,Medtr8g018730,Medtr2g086040,Medtr7g107520,Medtr5g031290,",8.15E-08
Biological process,reactive oxygen species metabolic process,GO:0072593,4,2.10E-09,6.259090909,17,176,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr1g115900,Medtr4g133800,Medtr6g043280,Medtr3g073180,Medtr1g077000,Medtr7g107520,",2.66E-07
Biological process,antibiotic metabolic process,GO:0016999,5,3.81E-09,6.48,16,160,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr1g115900,Medtr4g133800,Medtr6g043280,Medtr1g077000,Medtr7g107520,",4.13E-07
Biological process,cofactor metabolic process,GO:0051186,4,2.53E-08,3.942857143,23,378,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr7g108650,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr5g091050,Medtr3g092990,Medtr4g029190,Medtr5g026480,Medtr4g127670,Medtr5g026430,Medtr1g115900,Medtr4g133800,Medtr5g026450,Medtr5g026460,Medtr6g043280,Medtr5g026500,Medtr1g077000,Medtr7g107520,",2.40E-06
Biological process,cellular oxidant detoxification,GO:0098869,4,5.55E-08,5.372020725,16,193,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr1g115900,Medtr4g133800,Medtr6g043280,Medtr1g077000,Medtr7g107520,",4.69E-06
Biological process,cellular detoxification,GO:1990748,3,6.89E-08,5.289795918,16,196,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr1g115900,Medtr4g133800,Medtr6g043280,Medtr1g077000,Medtr7g107520,",5.24E-06
Biological process,detoxification,GO:0098754,2,9.12E-08,5.184,16,200,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr1g115900,Medtr4g133800,Medtr6g043280,Medtr1g077000,Medtr7g107520,",6.30E-06
Biological process,cellular response to toxic substance,GO:0097237,5,9.78E-08,5.158208955,16,201,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr1g115900,Medtr4g133800,Medtr6g043280,Medtr1g077000,Medtr7g107520,",6.19E-06
Biological process,coenzyme A metabolic process,GO:0015936,11,2.04E-07,21.6,6,18,295,19116,"Medtr5g091050,Medtr5g026480,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr5g026500,",1.19E-05
Biological process,drug catabolic process,GO:0042737,5,3.83E-07,3.971612903,19,310,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr7g059290,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr3g086310,Medtr1g115900,Medtr4g133800,Medtr8g042910,Medtr6g043280,Medtr1g077000,Medtr7g107520,",2.08E-05
Biological process,response to chemical,GO:0042221,3,4.81E-07,1.981867832,56,1831,295,19116,"Medtr5g064340,Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr4g124750,Medtr4g063090,Medtr4g124960,Medtr5g077510,Medtr5g017860,Medtr1g025980,Medtr5g064345,Medtr7g108650,Medtr4g010650,Medtr7g085810,Medtr4g085540,Medtr3g102980,Medtr4g127100,Medtr2g100880,Medtr4g124700,Medtr2g044020,Medtr8g038170,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr8g072260,Medtr4g009040,Medtr6g047640,Medtr7g117495,Medtr3g092990,Medtr5g005960,Medtr1g063330,Medtr4g029190,Medtr3g092890,Medtr1g063340,Medtr2g035430,Medtr5g019650,Medtr4g127670,Medtr7g104130,Medtr3g109160,Medtr4g057890,Medtr1g069470,Medtr3g070290,Medtr7g104480,Medtr1g115900,Medtr4g133800,Medtr4g086220,Medtr4g128470,Medtr7g101190,Medtr5g009410,Medtr6g043280,Medtr5g090280,Medtr5g013470,Medtr5g010930,Medtr5g010940,Medtr1g077000,Medtr7g107520,",2.44E-05
Biological process,response to oxidative stress,GO:0006979,4,7.81E-07,3.630252101,20,357,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr7g085810,Medtr3g102980,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr7g104130,Medtr1g115900,Medtr4g133800,Medtr8g011780,Medtr6g043280,Medtr1g077000,Medtr7g107520,",3.71E-05
Biological process,isoprenoid metabolic process,GO:0006720,6,1.68E-06,6.19826087,11,115,295,19116,"Medtr7g011663,Medtr4g081460,Medtr5g091050,Medtr5g026480,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr1g086550,Medtr5g026500,Medtr5g010930,Medtr5g010940,",7.53E-05
Biological process,isoprenoid biosynthetic process,GO:0008299,7,2.30E-06,6.75,10,96,295,19116,"Medtr7g011663,Medtr4g081460,Medtr5g091050,Medtr5g026480,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr5g026500,Medtr5g010930,Medtr5g010940,",9.72E-05
Biological process,response to toxic substance,GO:0009636,4,2.77E-06,4.018604651,16,258,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr1g115900,Medtr4g133800,Medtr6g043280,Medtr1g077000,Medtr7g107520,",1.11E-04
Biological process,nucleoside bisphosphate metabolic process,GO:0033865,8,6.83E-06,12.54193548,6,31,295,19116,"Medtr5g091050,Medtr5g026480,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr5g026500,",2.60E-04
Biological process,ribonucleoside bisphosphate metabolic process,GO:0033875,9,6.83E-06,12.54193548,6,31,295,19116,"Medtr5g091050,Medtr5g026480,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr5g026500,",2.60E-04
Biological process,purine nucleoside bisphosphate metabolic process,GO:0034032,9,6.83E-06,12.54193548,6,31,295,19116,"Medtr5g091050,Medtr5g026480,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr5g026500,",2.60E-04
Biological process,regulation of peptidase activity,GO:0052547,8,5.61E-05,5.254054054,9,111,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.001853737
Biological process,regulation of endopeptidase activity,GO:0052548,9,5.61E-05,5.254054054,9,111,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.001853737
Biological process,negative regulation of endopeptidase activity,GO:0010951,11,5.61E-05,5.254054054,9,111,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.001853737
Biological process,negative regulation of peptidase activity,GO:0010466,10,5.61E-05,5.254054054,9,111,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.001853737
Biological process,negative regulation of hydrolase activity,GO:0051346,6,6.02E-05,5.207142857,9,112,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.001694211
Biological process,negative regulation of proteolysis,GO:0045861,9,6.45E-05,5.161061947,9,113,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.001751434
Biological process,regulation of proteolysis,GO:0030162,7,7.40E-05,5.071304348,9,115,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.001939164
Biological process,xyloglucan metabolic process,GO:0010411,9,9.14E-05,8.1,6,48,295,19116,"Medtr8g081040,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr4g128590,Medtr4g057450,",0.00231441
Biological process,drug metabolic process,GO:0017144,4,1.84E-04,2.421352313,21,562,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr1g084050,Medtr5g017860,Medtr1g025980,Medtr7g059290,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr3g086310,Medtr1g115900,Medtr4g133800,Medtr8g042910,Medtr6g043280,Medtr3g073180,Medtr1g077000,Medtr7g107520,",0.004372866
Biological process,hemicellulose metabolic process,GO:0010410,8,2.01E-04,5.815384615,7,78,295,19116,"Medtr4g094285,Medtr8g081040,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr4g128590,Medtr4g057450,",0.004631881
Biological process,lipid metabolic process,GO:0006629,4,2.02E-04,2.244155844,24,693,295,19116,"Medtr7g011663,Medtr7g096120,Medtr7g094940,Medtr4g010650,Medtr5g024020,Medtr8g007125,Medtr4g081460,Medtr7g015710,Medtr5g091050,Medtr8g023760,Medtr6g015910,Medtr5g026480,Medtr8g056100,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr5g013230,Medtr7g068780,Medtr1g086550,Medtr7g096140,Medtr5g026500,Medtr5g010930,Medtr5g010940,Medtr8g018730,",0.004526127
Biological process,cellular response to chemical stimulus,GO:0070887,4,2.36E-04,2.268493151,23,657,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr4g124960,Medtr5g017860,Medtr1g025980,Medtr4g010650,Medtr7g085810,Medtr4g127100,Medtr2g100880,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g029190,Medtr4g127670,Medtr4g057890,Medtr1g115900,Medtr4g133800,Medtr4g128470,Medtr6g043280,Medtr1g077000,Medtr7g107520,",0.004974959
Biological process,negative regulation of cellular protein metabolic process,GO:0032269,8,3.48E-04,4.136170213,9,141,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.00713881
Biological process,negative regulation of protein metabolic process,GO:0051248,7,3.66E-04,4.107042254,9,142,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.00732283
Biological process,cell wall organization,GO:0071555,5,4.52E-04,2.624810127,16,395,295,19116,"Medtr2g103650,Medtr3g466790,Medtr3g466760,Medtr8g081040,Medtr1g026020,Medtr7g084750,Medtr5g075320,Medtr3g084630,Medtr3g084620,Medtr5g041900,Medtr4g128590,Medtr8g042910,Medtr4g081880,Medtr2g086740,Medtr4g057450,Medtr1g058540,",0.00880483
Biological process,cell wall polysaccharide metabolic process,GO:0010383,7,6.74E-04,4.774736842,7,95,295,19116,"Medtr4g094285,Medtr8g081040,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr4g128590,Medtr4g057450,",0.012797198
Biological process,external encapsulating structure organization,GO:0045229,4,9.16E-04,2.456872038,16,422,295,19116,"Medtr2g103650,Medtr3g466790,Medtr3g466760,Medtr8g081040,Medtr1g026020,Medtr7g084750,Medtr5g075320,Medtr3g084630,Medtr3g084620,Medtr5g041900,Medtr4g128590,Medtr8g042910,Medtr4g081880,Medtr2g086740,Medtr4g057450,Medtr1g058540,",0.015136187
Biological process,cell wall organization or biogenesis,GO:0071554,3,9.52E-04,2.300591716,18,507,295,19116,"Medtr2g103650,Medtr3g466790,Medtr4g094285,Medtr3g466760,Medtr8g081040,Medtr1g026020,Medtr7g084750,Medtr5g075320,Medtr3g084630,Medtr3g084620,Medtr2g062730,Medtr5g041900,Medtr4g128590,Medtr8g042910,Medtr4g081880,Medtr2g086740,Medtr4g057450,Medtr1g058540,",0.01476324
Biological process,lipid biosynthetic process,GO:0008610,5,9.77E-04,2.53125,15,384,295,19116,"Medtr7g011663,Medtr5g024020,Medtr4g081460,Medtr5g091050,Medtr6g015910,Medtr5g026480,Medtr8g056100,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr7g068780,Medtr5g026500,Medtr5g010930,Medtr5g010940,Medtr8g018730,",0.014852428
Biological process,cell wall macromolecule metabolic process,GO:0044036,6,0.001513318,4.16146789,7,109,295,19116,"Medtr4g094285,Medtr8g081040,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr4g128590,Medtr4g057450,",0.020177579
Biological process,negative regulation of catalytic activity,GO:0043086,5,0.002744674,2.566336634,12,303,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr2g033630,Medtr7g077215,Medtr1g035770,Medtr8g042910,Medtr4g035855,",0.035964693
Biological process,cellular catabolic process,GO:0044248,4,0.002824557,1.85363528,24,839,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr5g017860,Medtr1g025980,Medtr4g010650,Medtr4g094285,Medtr7g059290,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g024960,Medtr4g029190,Medtr4g127670,Medtr3g086310,Medtr1g115900,Medtr4g133800,Medtr8g042910,Medtr4g045667,Medtr6g043280,Medtr1g086550,Medtr1g077000,Medtr7g107520,",0.036384121
Biological process,regulation of hydrolase activity,GO:0051336,5,0.002839192,3.069473684,9,190,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.035963104
Biological process,response to chitin,GO:0010200,6,0.002864272,5.142857143,5,63,295,19116,"Medtr5g077510,Medtr3g102980,Medtr7g104480,Medtr4g086220,Medtr5g009410,",0.035686014
Biological process,negative regulation of molecular function,GO:0044092,4,0.003475626,2.492307692,12,312,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr2g033630,Medtr7g077215,Medtr1g035770,Medtr8g042910,Medtr4g035855,",0.039425007
Biological process,response to water deprivation,GO:0009414,6,0.003855976,2.930653266,9,199,295,19116,"Medtr3g102980,Medtr8g038170,Medtr8g072260,Medtr4g009040,Medtr7g117495,Medtr7g104480,Medtr7g101190,Medtr5g010930,Medtr5g010940,",0.043096205
Biological process,response to water,GO:0009415,5,0.004532857,2.858823529,9,204,295,19116,"Medtr3g102980,Medtr8g038170,Medtr8g072260,Medtr4g009040,Medtr7g117495,Medtr7g104480,Medtr7g101190,Medtr5g010930,Medtr5g010940,",0.049927118
Biological process,regulation of cellular protein metabolic process,GO:0032268,7,0.004766033,2.655737705,10,244,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr7g081130,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.050308126
Biological process,hormone metabolic process,GO:0042445,5,0.005433033,3.310948905,7,137,295,19116,"Medtr7g011663,Medtr6g015910,Medtr3g070290,Medtr4g044110,Medtr1g086550,Medtr5g010930,Medtr5g010940,",0.056563082
Biological process,drug transport,GO:0015893,5,0.005772231,3.702857143,6,105,295,19116,"Medtr4g063090,Medtr6g047640,Medtr2g035430,Medtr7g104130,Medtr7g101190,Medtr5g090280,",0.059282371
Biological process,response to drug,GO:0042493,4,0.006073975,2.32119403,12,335,295,19116,"Medtr4g063090,Medtr5g077510,Medtr3g102980,Medtr6g047640,Medtr3g092890,Medtr2g035430,Medtr7g104130,Medtr7g104480,Medtr4g086220,Medtr7g101190,Medtr5g009410,Medtr5g090280,",0.060739755
Biological process,regulation of protein metabolic process,GO:0051246,6,0.006114019,2.561264822,10,253,295,19116,"Medtr6g059730,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr7g081130,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.060346166
Biological process,cellular lipid metabolic process,GO:0044255,5,0.006538445,2.013203883,16,515,295,19116,"Medtr7g011663,Medtr4g010650,Medtr5g024020,Medtr4g081460,Medtr5g091050,Medtr5g026480,Medtr8g056100,Medtr5g026430,Medtr5g026450,Medtr5g026460,Medtr7g068780,Medtr1g086550,Medtr5g026500,Medtr5g010930,Medtr5g010940,Medtr8g018730,",0.063707928
Biological process,response to oxygen-containing compound,GO:1901700,4,0.006655465,1.753411765,23,850,295,19116,"Medtr5g064340,Medtr4g124960,Medtr5g077510,Medtr5g064345,Medtr7g108650,Medtr4g010650,Medtr7g085810,Medtr3g102980,Medtr4g127100,Medtr8g038170,Medtr8g072260,Medtr4g009040,Medtr7g117495,Medtr5g005960,Medtr3g092890,Medtr7g104130,Medtr4g057890,Medtr7g104480,Medtr4g086220,Medtr7g101190,Medtr5g009410,Medtr5g010930,Medtr5g010940,",0.064027254
Biological process,catabolic process,GO:0009056,3,0.006924155,1.679760718,26,1003,295,19116,"Medtr4g046713,Medtr7g026990,Medtr3g105790,Medtr7g094940,Medtr5g017860,Medtr1g025980,Medtr4g010650,Medtr4g094285,Medtr8g007125,Medtr7g059290,Medtr4g029200,Medtr2g437770,Medtr1g009750,Medtr3g092990,Medtr4g024960,Medtr4g029190,Medtr4g127670,Medtr3g086310,Medtr1g115900,Medtr4g133800,Medtr8g042910,Medtr4g045667,Medtr6g043280,Medtr1g086550,Medtr1g077000,Medtr7g107520,",0.06577947
Biological process,regulation of hormone levels,GO:0010817,4,0.007432818,2.848351648,8,182,295,19116,"Medtr7g011663,Medtr4g127100,Medtr6g015910,Medtr3g070290,Medtr4g044110,Medtr1g086550,Medtr5g010930,Medtr5g010940,",0.069740021
Biological process,terpenoid metabolic process,GO:0006721,7,0.007528009,4.101265823,5,79,295,19116,"Medtr7g011663,Medtr4g081460,Medtr1g086550,Medtr5g010930,Medtr5g010940,",0.069771793
Biological process,drug transmembrane transport,GO:0006855,6,0.009693236,3.857142857,5,84,295,19116,"Medtr4g063090,Medtr6g047640,Medtr7g104130,Medtr7g101190,Medtr5g090280,",0.08770071
Biological process,response to wounding,GO:0009611,4,0.010422634,3.267226891,6,119,295,19116,"Medtr3g102980,Medtr3g070290,Medtr8g017410,Medtr8g011780,Medtr4g054920,Medtr2g086040,",0.09319061
Biological process,cellular glucan metabolic process,GO:0006073,7,0.011330599,2.644897959,8,196,295,19116,"Medtr8g081040,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr6g015905,Medtr4g128590,Medtr4g045667,Medtr4g057450,",0.100130872
Biological process,glucan metabolic process,GO:0044042,6,0.011330599,2.644897959,8,196,295,19116,"Medtr8g081040,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr6g015905,Medtr4g128590,Medtr4g045667,Medtr4g057450,",0.100130872
Biological process,response to nitrogen compound,GO:1901698,4,0.011688977,3.186885246,6,122,295,19116,"Medtr5g077510,Medtr3g102980,Medtr4g057890,Medtr7g104480,Medtr4g086220,Medtr5g009410,",0.10095026
Biological process,cellular polysaccharide metabolic process,GO:0044264,6,0.011895837,2.450420168,9,238,295,19116,"Medtr4g094285,Medtr8g081040,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr6g015905,Medtr4g128590,Medtr4g045667,Medtr4g057450,",0.101582432
Biological process,root development,GO:0048364,5,0.012262118,2.306049822,10,281,295,19116,"Medtr1g096530,Medtr7g085810,Medtr7g059285,Medtr3g071470,Medtr2g062730,Medtr4g057890,Medtr0015s0130,Medtr3g070290,Medtr7g101190,Medtr2g101720,",0.103546776
Biological process,root system development,GO:0022622,5,0.012545592,2.29787234,10,282,295,19116,"Medtr1g096530,Medtr7g085810,Medtr7g059285,Medtr3g071470,Medtr2g062730,Medtr4g057890,Medtr0015s0130,Medtr3g070290,Medtr7g101190,Medtr2g101720,",0.104776371
Biological process,response to organonitrogen compound,GO:0010243,5,0.012814036,3.6,5,90,295,19116,"Medtr5g077510,Medtr3g102980,Medtr7g104480,Medtr4g086220,Medtr5g009410,",0.105855079
Biological process,negative regulation of nitrogen compound metabolic process,GO:0051172,6,0.01283398,2.28975265,10,283,295,19116,"Medtr6g059730,Medtr3g102980,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.104879834
Biological process,cell wall biogenesis,GO:0042546,4,0.013453458,2.782822086,7,163,295,19116,"Medtr8g081040,Medtr7g084750,Medtr3g084630,Medtr3g084620,Medtr2g062730,Medtr4g128590,Medtr4g057450,",0.107627667
Biological process,hormone biosynthetic process,GO:0042446,6,0.015884446,3.410526316,5,95,295,19116,"Medtr7g011663,Medtr6g015910,Medtr3g070290,Medtr5g010930,Medtr5g010940,",0.104975472
Biological process,response to organic substance,GO:0010033,4,0.019894301,1.521391304,27,1150,295,19116,"Medtr5g064340,Medtr4g124750,Medtr4g124960,Medtr5g077510,Medtr5g064345,Medtr7g108650,Medtr4g010650,Medtr7g085810,Medtr3g102980,Medtr4g127100,Medtr2g100880,Medtr4g124700,Medtr2g044020,Medtr8g038170,Medtr4g009040,Medtr7g117495,Medtr5g005960,Medtr1g063330,Medtr3g092890,Medtr1g063340,Medtr5g019650,Medtr3g109160,Medtr3g070290,Medtr7g104480,Medtr4g086220,Medtr7g101190,Medtr5g009410,",0.127056042
Biological process,negative regulation of cellular metabolic process,GO:0031324,6,0.021360248,2.110749186,10,307,295,19116,"Medtr6g059730,Medtr3g102980,Medtr6g066210,Medtr6g059760,Medtr6g059650,Medtr6g059530,Medtr6g059410,Medtr7g077340,Medtr7g077215,Medtr1g035770,",0.134163541
Biological process,response to hormone,GO:0009725,5,0.024376914,1.538278932,24,1011,295,19116,"Medtr5g064340,Medtr4g124750,Medtr4g124960,Medtr5g064345,Medtr7g108650,Medtr4g010650,Medtr7g085810,Medtr3g102980,Medtr4g127100,Medtr2g100880,Medtr4g124700,Medtr2g044020,Medtr8g038170,Medtr4g009040,Medtr7g117495,Medtr5g005960,Medtr1g063330,Medtr3g092890,Medtr1g063340,Medtr5g019650,Medtr3g109160,Medtr3g070290,Medtr7g104480,Medtr7g101190,",0.149406892
