Class,GO_Name,GO_ID,GO_Level,P_value,EnrichmentScore,HitsGenesCountsInSelectedSet,HitsGenesCountsInBackground,AllGenesCountsInSelectedSet,AllGenesCountsInBackground,GenesOfSelectedSetInGOterm,corrected p-value(BH method)
Molecular function,kinase activity,GO:0016301,5,0.013017306,1.239274135,103,2478,826,24627,"Medtr3g102400,Medtr1g029600,Medtr5g024450,Medtr3g048760,Medtr5g042440,Medtr4g091850,Medtr1g080020,Medtr8g052190,Medtr4g086450,Medtr2g091220,Medtr1g027140,Medtr3g452790,Medtr8g104520,Medtr1g027640,Medtr1g028280,Medtr2g081520,Medtr4g485550,Medtr2g067980,Medtr7g079350,Medtr2g075010,Medtr4g114270,Medtr8g059605,Medtr5g065130,Medtr3g067770,Medtr1g110120,Medtr2g010470,Medtr8g465470,Medtr1g104890,Medtr8g465990,Medtr5g086040,Medtr7g015670,Medtr5g075220,Medtr4g114250,Medtr7g066620,Medtr7g082470,Medtr3g110450,Medtr1g084790,Medtr7g010730,Medtr7g052020,Medtr6g036840,Medtr6g088785,Medtr1g040545,Medtr4g091690,Medtr3g109120,Medtr7g066590,Medtr7g072605,Medtr1g021642,Medtr4g109170,Medtr7g056450,Medtr1g027050,Medtr8g041890,Medtr1g014670,Medtr1g027070,Medtr0090s0020,Medtr4g092530,Medtr2g031530,Medtr1g021845,Medtr6g048090,Medtr2g031520,Medtr3g105590,Medtr4g092550,Medtr7g077780,Medtr4g112790,Medtr2g088980,Medtr3g088855,Medtr5g023980,Medtr5g005370,Medtr1g027030,Medtr2g073250,Medtr1g090520,Medtr2g073650,Medtr1g064630,Medtr8g464780,Medtr3g110860,Medtr2g088930,Medtr4g128640,Medtr3g048440,Medtr8g465570,Medtr8g461110,Medtr2g064940,Medtr5g005480,Medtr1g044210,Medtr7g103420,Medtr1g105840,Medtr7g073520,Medtr2g028580,Medtr2g090250,Medtr1g105820,Medtr8g014700,Medtr3g008270,Medtr2g100450,Medtr3g069050,Medtr1g043690,Medtr8g013610,Medtr1g019750,Medtr6g016260,Medtr8g080150,Medtr4g081640,Medtr3g117850,Medtr7g062950,Medtr8g087740,Medtr1g010250,Medtr2g095980,",0.125506482
Molecular function,magnesium ion binding,GO:0000287,6,0.017020795,2.088932928,11,157,826,24627,"Medtr2g026060,Medtr7g011770,Medtr5g073200,Medtr6g008560,Medtr6g060570,Medtr1g068810,Medtr3g058160,Medtr5g005370,Medtr7g103420,Medtr7g083410,Medtr2g089120,",0.158138655
Molecular function,inorganic anion transmembrane transporter activity,GO:0015103,6,0.01748706,2.88530032,6,62,826,24627,"Medtr5g061880,Medtr4g104700,Medtr4g104730,Medtr2g102243,Medtr8g031000,Medtr3g073730,",0.159569427
Molecular function,acetyltransferase activity,GO:0016407,6,0.019264902,2.385181598,8,100,826,24627,"Medtr7g024760,Medtr7g024765,Medtr5g006470,Medtr5g006460,Medtr5g006450,Medtr3g103110,Medtr4g104140,Medtr3g058410,",0.172708161
Molecular function,N-acetyltransferase activity,GO:0008080,7,0.021399707,2.514498673,7,83,826,24627,"Medtr7g024760,Medtr7g024765,Medtr5g006470,Medtr5g006460,Medtr5g006450,Medtr3g103110,Medtr4g104140,",0.185343222
Molecular function,coenzyme binding,GO:0050662,4,0.022539782,1.525952794,26,508,826,24627,"Medtr2g090615,Medtr3g073470,Medtr5g006750,Medtr2g031600,Medtr5g059820,Medtr5g013260,Medtr1g077890,Medtr3g085850,Medtr1034s0010,Medtr2g084405,Medtr7g090510,Medtr7g074870,Medtr7g079080,Medtr7g074865,Medtr8g061360,Medtr8g466030,Medtr3g092140,Medtr1g107455,Medtr1g418545,Medtr5g005540,Medtr2g031590,Medtr2g031560,Medtr7g106830,Medtr4g109360,Medtr1g101770,Medtr2g095980,",0.191963807
Molecular function,carbon-oxygen lyase activity,GO:0016835,4,0.022714617,1.999771157,11,164,826,24627,"Medtr5g005850,Medtr7g011770,Medtr5g073200,Medtr6g008560,Medtr6g060570,Medtr7g102960,Medtr3g058160,Medtr3g077940,Medtr0219s0070,Medtr5g066060,Medtr2g089120,",0.190281464
Molecular function,UDP-glucosyltransferase activity,GO:0035251,7,0.023773257,2.293443844,8,104,826,24627,"Medtr8g024340,Medtr5g093390,Medtr1g073740,Medtr2g072160,Medtr3g060280,Medtr3g049970,Medtr5g035580,Medtr4g088225,",0.195937648
Molecular function,hydro-lyase activity,GO:0016836,5,0.024704369,2.669979401,6,67,826,24627,"Medtr5g005850,Medtr6g060570,Medtr7g102960,Medtr3g077940,Medtr0219s0070,Medtr5g066060,",0.197248949
Molecular function,metal ion binding,GO:0046872,5,0.025642036,1.1496344,167,4331,826,24627,"Medtr4g128840,Medtr3g083370,Medtr3g057800,Medtr5g074970,Medtr1g115345,Medtr8g099515,Medtr4g095050,Medtr2g026060,Medtr7g011770,Medtr1g041285,Medtr8g028615,Medtr0026s0210,Medtr4g026030,Medtr7g117540,Medtr8g008930,Medtr7g113410,Medtr1g102240,Medtr7g028020,Medtr6g022140,Medtr5g073200,Medtr6g008560,Medtr6g012170,Medtr8g092840,Medtr8g012590,Medtr7g012330,Medtr3g064300,Medtr1g079490,Medtr6g465010,Medtr1g027640,Medtr1g110870,Medtr1g107055,Medtr1g086490,Medtr6g060570,Medtr5g016440,Medtr6g011310,Medtr2g025120,Medtr2g105670,Medtr1g078090,Medtr6g008500,Medtr1g101190,Medtr7g080610,Medtr4g031140,Medtr5g059820,Medtr4g078110,Medtr7g085630,Medtr4g068860,Medtr7g102960,Medtr1g088825,Medtr5g007550,Medtr0088s0100,Medtr8g009120,Medtr4g029170,Medtr1g068810,Medtr8g076820,Medtr4g029180,Medtr3g103960,Medtr8g009110,Medtr4g037105,Medtr1g062110,Medtr7g063730,Medtr3g103110,Medtr6g049280,Medtr8g046210,Medtr1g060360,Medtr3g094630,Medtr3g085850,Medtr8g102150,Medtr7g088330,Medtr6g005360,Medtr1g088840,Medtr4g127560,Medtr8g009150,Medtr8g092985,Medtr6g005330,Medtr7g117500,Medtr5g031310,Medtr4g094772,Medtr6g005340,Medtr6g005310,Medtr3g058160,Medtr6g049260,Medtr7g090510,Medtr5g048570,Medtr7g032720,Medtr3g435000,Medtr8g028435,Medtr8g018735,Medtr2g084425,Medtr3g058110,Medtr3g434890,Medtr3g077940,Medtr2g029740,Medtr8g078270,Medtr5g074860,Medtr5g085330,Medtr7g100240,Medtr2g437530,Medtr2g088900,Medtr0219s0070,Medtr3g025230,Medtr0001s0660,Medtr5g055680,Medtr1173s0010,Medtr1g025950,Medtr3g466180,Medtr3g098350,Medtr5g070710,Medtr1g011580,Medtr1g112050,Medtr4g017030,Medtr8g092960,Medtr4g074995,Medtr1g052885,Medtr5g072930,Medtr2g073420,Medtr1g066530,Medtr3g088655,Medtr1g067660,Medtr5g005370,Medtr5g019010,Medtr8g015220,Medtr3g068095,Medtr5g070980,Medtr3g087770,Medtr8g063080,Medtr3g082630,Medtr4g019225,Medtr8g093010,Medtr3g087900,Medtr7g027960,Medtr4g104140,Medtr4g104540,Medtr8g073120,Medtr7g103420,Medtr5g072980,Medtr7g024873,Medtr4g027040,Medtr5g045250,Medtr7g024880,Medtr5g072960,Medtr7g024890,Medtr1g019670,Medtr7g083410,Medtr1g019660,Medtr3g024520,Medtr8g447290,Medtr7g075610,Medtr4g087110,Medtr5g018980,Medtr8g009080,Medtr5g073020,Medtr1g083290,Medtr7g451210,Medtr5g031250,Medtr6g049320,Medtr5g045600,Medtr5g026620,Medtr5g066060,Medtr2g045280,Medtr2g089120,Medtr4g104550,Medtr6g043240,Medtr1g019600,Medtr3g058410,Medtr1g103680,Medtr0045s0060,Medtr8g009090,",0.201585853
Molecular function,cation binding,GO:0043169,4,0.027801811,1.146721922,167,4342,826,24627,"Medtr4g128840,Medtr3g083370,Medtr3g057800,Medtr5g074970,Medtr1g115345,Medtr8g099515,Medtr4g095050,Medtr2g026060,Medtr7g011770,Medtr1g041285,Medtr8g028615,Medtr0026s0210,Medtr4g026030,Medtr7g117540,Medtr8g008930,Medtr7g113410,Medtr1g102240,Medtr7g028020,Medtr6g022140,Medtr5g073200,Medtr6g008560,Medtr6g012170,Medtr8g092840,Medtr8g012590,Medtr7g012330,Medtr3g064300,Medtr1g079490,Medtr6g465010,Medtr1g027640,Medtr1g110870,Medtr1g107055,Medtr1g086490,Medtr6g060570,Medtr5g016440,Medtr6g011310,Medtr2g025120,Medtr2g105670,Medtr1g078090,Medtr6g008500,Medtr1g101190,Medtr7g080610,Medtr4g031140,Medtr5g059820,Medtr4g078110,Medtr7g085630,Medtr4g068860,Medtr7g102960,Medtr1g088825,Medtr5g007550,Medtr0088s0100,Medtr8g009120,Medtr4g029170,Medtr1g068810,Medtr8g076820,Medtr4g029180,Medtr3g103960,Medtr8g009110,Medtr4g037105,Medtr1g062110,Medtr7g063730,Medtr3g103110,Medtr6g049280,Medtr8g046210,Medtr1g060360,Medtr3g094630,Medtr3g085850,Medtr8g102150,Medtr7g088330,Medtr6g005360,Medtr1g088840,Medtr4g127560,Medtr8g009150,Medtr8g092985,Medtr6g005330,Medtr7g117500,Medtr5g031310,Medtr4g094772,Medtr6g005340,Medtr6g005310,Medtr3g058160,Medtr6g049260,Medtr7g090510,Medtr5g048570,Medtr7g032720,Medtr3g435000,Medtr8g028435,Medtr8g018735,Medtr2g084425,Medtr3g058110,Medtr3g434890,Medtr3g077940,Medtr2g029740,Medtr8g078270,Medtr5g074860,Medtr5g085330,Medtr7g100240,Medtr2g437530,Medtr2g088900,Medtr0219s0070,Medtr3g025230,Medtr0001s0660,Medtr5g055680,Medtr1173s0010,Medtr1g025950,Medtr3g466180,Medtr3g098350,Medtr5g070710,Medtr1g011580,Medtr1g112050,Medtr4g017030,Medtr8g092960,Medtr4g074995,Medtr1g052885,Medtr5g072930,Medtr2g073420,Medtr1g066530,Medtr3g088655,Medtr1g067660,Medtr5g005370,Medtr5g019010,Medtr8g015220,Medtr3g068095,Medtr5g070980,Medtr3g087770,Medtr8g063080,Medtr3g082630,Medtr4g019225,Medtr8g093010,Medtr3g087900,Medtr7g027960,Medtr4g104140,Medtr4g104540,Medtr8g073120,Medtr7g103420,Medtr5g072980,Medtr7g024873,Medtr4g027040,Medtr5g045250,Medtr7g024880,Medtr5g072960,Medtr7g024890,Medtr1g019670,Medtr7g083410,Medtr1g019660,Medtr3g024520,Medtr8g447290,Medtr7g075610,Medtr4g087110,Medtr5g018980,Medtr8g009080,Medtr5g073020,Medtr1g083290,Medtr7g451210,Medtr5g031250,Medtr6g049320,Medtr5g045600,Medtr5g026620,Medtr5g066060,Medtr2g045280,Medtr2g089120,Medtr4g104550,Medtr6g043240,Medtr1g019600,Medtr3g058410,Medtr1g103680,Medtr0045s0060,Medtr8g009090,",0.208922431
Molecular function,secondary active transmembrane transporter activity,GO:0015291,5,0.029932742,1.802753533,13,215,826,24627,"Medtr5g061880,Medtr6g081810,Medtr4g415390,Medtr8g042780,Medtr5g009780,Medtr5g006070,Medtr2g102243,Medtr7g096880,Medtr7g068380,Medtr7g087410,Medtr3g073730,Medtr8g030600,Medtr2g049020,",0.221675817
Molecular function,N-acyltransferase activity,GO:0016410,6,0.031603677,2.318926554,7,90,826,24627,"Medtr7g024760,Medtr7g024765,Medtr5g006470,Medtr5g006460,Medtr5g006450,Medtr3g103110,Medtr4g104140,",0.230706842
Molecular function,manganese ion binding,GO:0030145,7,0.033678375,2.484564165,6,72,826,24627,"Medtr1g079490,Medtr6g005360,Medtr6g005330,Medtr6g005340,Medtr6g005310,Medtr4g017030,",0.162355184
Molecular function,terpene synthase activity,GO:0010333,6,0.034328861,2.76062685,5,54,826,24627,"Medtr7g011770,Medtr5g073200,Medtr6g008560,Medtr3g058160,Medtr2g089120,",0.163944374
Molecular function,"hydrolase activity, acting on ester bonds",GO:0016788,4,0.035797802,1.346039277,40,886,826,24627,"Medtr5g005850,Medtr7g108875,Medtr4g036385,Medtr4g120760,Medtr2g026060,Medtr4g132810,Medtr8g015960,Medtr8g015940,Medtr5g013910,Medtr8g015910,Medtr4g037105,Medtr1g110510,Medtr5g041010,Medtr1g060360,Medtr2g100350,Medtr1g083620,Medtr8g046260,Medtr5g056140,Medtr7g100240,Medtr3g463760,Medtr8g022810,Medtr1g060500,Medtr6g007090,Medtr5g085300,Medtr1g041390,Medtr8g031400,Medtr8g028080,Medtr1g067380,Medtr6g042660,Medtr8g031430,Medtr8g063080,Medtr8g031390,Medtr5g040940,Medtr7g083410,Medtr1g019940,Medtr8g022790,Medtr5g045600,Medtr5g040960,Medtr8g010590,Medtr4g025730,",0.167822723
Molecular function,"transferase activity, transferring hexosyl groups",GO:0016758,5,0.037388457,1.454379023,26,533,826,24627,"Medtr4g115920,Medtr7g067340,Medtr4g128580,Medtr4g128310,Medtr8g024340,Medtr7g013260,Medtr1g107380,Medtr2g040530,Medtr7g013200,Medtr1g029540,Medtr5g093390,Medtr6g036650,Medtr1g073740,Medtr7g102490,Medtr3g479490,Medtr4g128410,Medtr3g479470,Medtr2g072160,Medtr3g060280,Medtr3g049970,Medtr4g064987,Medtr1g032490,Medtr5g035580,Medtr7g093530,Medtr5g098960,Medtr4g088225,",0.172121634
Molecular function,calcium ion binding,GO:0005509,6,0.049245651,1.579590462,16,302,826,24627,"Medtr1g041285,Medtr1g027640,Medtr7g080610,Medtr4g127560,Medtr8g078270,Medtr2g437530,Medtr3g098350,Medtr1g052885,Medtr3g088655,Medtr7g024873,Medtr7g024880,Medtr7g024890,Medtr1g019670,Medtr1g019660,Medtr1g083290,Medtr1g019600,",0.213258707
Cellular component,extracellular region,GO:0005576,2,3.73E-09,2.660255376,44,600,496,17993,"Medtr5g074970,Medtr5g090070,Medtr3g107500,Medtr4g128580,Medtr1g079490,Medtr1g086490,Medtr4g086020,Medtr1g021100,Medtr2g010600,Medtr4g031140,Medtr2g010610,Medtr4g029170,Medtr8g076820,Medtr4g029180,Medtr3g094630,Medtr3g085850,Medtr6g005360,Medtr2g021255,Medtr6g005330,Medtr6g005340,Medtr6g005310,Medtr5g013440,Medtr4g071860,Medtr1g017700,Medtr2g029740,Medtr5g074860,Medtr3g466180,Medtr2g435490,Medtr1g067380,Medtr4g128410,Medtr4g017030,Medtr5g080450,Medtr4g074995,Medtr6g042660,Medtr2g034720,Medtr1g418545,Medtr4g019225,Medtr5g040940,Medtr4g098930,Medtr7g093530,Medtr2g010590,Medtr3g030540,Medtr6g043240,Medtr4g025730,",5.67E-07
Cellular component,external encapsulating structure,GO:0030312,3,1.74E-04,2.147933468,27,456,496,17993,"Medtr7g108875,Medtr2g076590,Medtr3g107500,Medtr4g128580,Medtr2g099470,Medtr2g034470,Medtr2g034480,Medtr4g068860,Medtr8g076830,Medtr4g037105,Medtr3g085850,Medtr2g029740,Medtr2g086290,Medtr2g435490,Medtr4g128410,Medtr5g080450,Medtr6g042660,Medtr2g088980,Medtr2g034720,Medtr3g110860,Medtr7g110780,Medtr5g040940,Medtr7g093530,Medtr3g110320,Medtr6g043240,Medtr5g090250,Medtr4g025730,",0.013225181
Cellular component,cell wall,GO:0005618,4,3.95E-04,2.072926267,26,455,496,17993,"Medtr7g108875,Medtr2g076590,Medtr3g107500,Medtr4g128580,Medtr2g099470,Medtr2g034470,Medtr2g034480,Medtr4g068860,Medtr8g076830,Medtr4g037105,Medtr3g085850,Medtr2g029740,Medtr2g086290,Medtr2g435490,Medtr4g128410,Medtr5g080450,Medtr6g042660,Medtr2g088980,Medtr2g034720,Medtr7g110780,Medtr5g040940,Medtr7g093530,Medtr3g110320,Medtr6g043240,Medtr5g090250,Medtr4g025730,",0.019993349
Cellular component,apoplast,GO:0048046,3,0.004461538,2.227486559,14,228,496,17993,"Medtr5g090070,Medtr3g107500,Medtr4g128580,Medtr4g086020,Medtr1g021100,Medtr3g085850,Medtr2g021255,Medtr4g071860,Medtr1g067380,Medtr4g128410,Medtr5g080450,Medtr2g034720,Medtr4g019225,Medtr7g093530,",0.169538431
Cellular component,cell periphery,GO:0071944,3,0.013689493,1.323014706,62,1700,496,17993,"Medtr8g096320,Medtr7g108875,Medtr5g090070,Medtr2g026060,Medtr2g076590,Medtr3g107500,Medtr4g415390,Medtr5g013910,Medtr8g042780,Medtr4g128580,Medtr8g039090,Medtr2g099470,Medtr2g034470,Medtr2g034480,Medtr2g070180,Medtr5g059820,Medtr4g068860,Medtr5g006070,Medtr4g118800,Medtr1g103290,Medtr8g076830,Medtr4g037105,Medtr4g104730,Medtr7g090035,Medtr3g085850,Medtr8g007020,Medtr3g110450,Medtr1g077840,Medtr2g102660,Medtr2g029740,Medtr6g007897,Medtr2g086290,Medtr2g437530,Medtr2g435490,Medtr4g128410,Medtr5g080450,Medtr2g072160,Medtr1g021845,Medtr3g105590,Medtr6g042660,Medtr2g088980,Medtr2g034720,Medtr3g110860,Medtr3g060280,Medtr7g110780,Medtr8g461110,Medtr3g109430,Medtr5g040940,Medtr8g096880,Medtr2g028580,Medtr5g068640,Medtr7g093530,Medtr3g110320,Medtr1g019750,Medtr7g062950,Medtr6g043240,Medtr8g010590,Medtr5g090250,Medtr2g095980,Medtr4g025730,Medtr2g049020,Medtr6g079550,",0.416160601
Biological process,response to external stimulus,GO:0009605,3,2.55E-11,2.486842105,63,708,684,19116,"Medtr4g115920,Medtr8g096900,Medtr8g012795,Medtr7g108875,Medtr4g120760,Medtr7g067340,Medtr3g107500,Medtr7g113410,Medtr4g027390,Medtr8g042780,Medtr8g039090,Medtr2g099470,Medtr3g093830,Medtr2g034470,Medtr1g021100,Medtr2g025120,Medtr2g034480,Medtr2g070180,Medtr5g059820,Medtr4g068860,Medtr1g088825,Medtr2g033820,Medtr4g037105,Medtr7g090020,Medtr1g077890,Medtr3g085850,Medtr1g015140,Medtr2g105060,Medtr1g088840,Medtr1g083620,Medtr5g031310,Medtr5g093390,Medtr2g102660,Medtr7g090510,Medtr3g103970,Medtr2g437530,Medtr3g031220,Medtr8g075980,Medtr5g085300,Medtr1g080810,Medtr1g080800,Medtr5g010635,Medtr2g435490,Medtr1g067380,Medtr5g080450,Medtr1g021845,Medtr3g070490,Medtr3g105590,Medtr3g072030,Medtr1g418545,Medtr3g098580,Medtr7g110780,Medtr8g069955,Medtr5g040940,Medtr5g035580,Medtr2g013920,Medtr2g010590,Medtr7g106010,Medtr1g019940,Medtr3g118390,Medtr4g087160,Medtr5g090250,Medtr2g095980,",3.66E-08
Biological process,response to biotic stimulus,GO:0009607,3,4.61E-10,2.545035269,53,582,684,19116,"Medtr8g096900,Medtr8g012795,Medtr7g108875,Medtr4g120760,Medtr3g107500,Medtr7g113410,Medtr4g079140,Medtr8g039090,Medtr2g099470,Medtr3g093830,Medtr2g034470,Medtr1g021100,Medtr2g025120,Medtr2g034480,Medtr5g059820,Medtr4g068860,Medtr1g088825,Medtr2g033820,Medtr7g090020,Medtr3g085850,Medtr1g015140,Medtr2g105060,Medtr1g088840,Medtr5g031310,Medtr5g093390,Medtr6g033450,Medtr2g102660,Medtr2g435310,Medtr2g437530,Medtr3g031220,Medtr8g075980,Medtr5g085300,Medtr1g080810,Medtr1g080800,Medtr5g010635,Medtr2g435490,Medtr5g080450,Medtr1g021845,Medtr3g105590,Medtr3g072030,Medtr1g418545,Medtr3g098580,Medtr7g110780,Medtr5g035580,Medtr2g013920,Medtr2g010590,Medtr7g106010,Medtr1g019940,Medtr3g118390,Medtr4g087160,Medtr4g120940,Medtr4g120970,Medtr5g090250,",3.31E-07
Biological process,response to fungus,GO:0009620,6,2.75E-09,3.791854007,27,199,684,19116,"Medtr8g096900,Medtr8g012795,Medtr7g108875,Medtr4g120760,Medtr3g093830,Medtr2g034470,Medtr2g025120,Medtr2g034480,Medtr5g059820,Medtr4g068860,Medtr1g088825,Medtr1g015140,Medtr2g105060,Medtr1g088840,Medtr3g031220,Medtr8g075980,Medtr1g080810,Medtr1g080800,Medtr5g010635,Medtr3g072030,Medtr1g418545,Medtr3g098580,Medtr7g110780,Medtr2g013920,Medtr3g118390,Medtr4g087160,Medtr5g090250,",1.32E-06
Biological process,response to external biotic stimulus,GO:0043207,4,4.00E-09,2.526315789,48,531,684,19116,"Medtr8g096900,Medtr8g012795,Medtr7g108875,Medtr4g120760,Medtr3g107500,Medtr7g113410,Medtr8g039090,Medtr2g099470,Medtr3g093830,Medtr2g034470,Medtr1g021100,Medtr2g025120,Medtr2g034480,Medtr5g059820,Medtr4g068860,Medtr1g088825,Medtr2g033820,Medtr7g090020,Medtr3g085850,Medtr1g015140,Medtr2g105060,Medtr1g088840,Medtr5g031310,Medtr5g093390,Medtr2g102660,Medtr2g437530,Medtr3g031220,Medtr8g075980,Medtr5g085300,Medtr1g080810,Medtr1g080800,Medtr5g010635,Medtr2g435490,Medtr5g080450,Medtr1g021845,Medtr3g105590,Medtr3g072030,Medtr1g418545,Medtr3g098580,Medtr7g110780,Medtr5g035580,Medtr2g013920,Medtr2g010590,Medtr7g106010,Medtr1g019940,Medtr3g118390,Medtr4g087160,Medtr5g090250,",1.44E-06
Biological process,response to other organism,GO:0051707,5,4.00E-09,2.526315789,48,531,684,19116,"Medtr8g096900,Medtr8g012795,Medtr7g108875,Medtr4g120760,Medtr3g107500,Medtr7g113410,Medtr8g039090,Medtr2g099470,Medtr3g093830,Medtr2g034470,Medtr1g021100,Medtr2g025120,Medtr2g034480,Medtr5g059820,Medtr4g068860,Medtr1g088825,Medtr2g033820,Medtr7g090020,Medtr3g085850,Medtr1g015140,Medtr2g105060,Medtr1g088840,Medtr5g031310,Medtr5g093390,Medtr2g102660,Medtr2g437530,Medtr3g031220,Medtr8g075980,Medtr5g085300,Medtr1g080810,Medtr1g080800,Medtr5g010635,Medtr2g435490,Medtr5g080450,Medtr1g021845,Medtr3g105590,Medtr3g072030,Medtr1g418545,Medtr3g098580,Medtr7g110780,Medtr5g035580,Medtr2g013920,Medtr2g010590,Medtr7g106010,Medtr1g019940,Medtr3g118390,Medtr4g087160,Medtr5g090250,",1.44E-06
Biological process,defense response to other organism,GO:0098542,6,1.78E-08,2.711311862,39,402,684,19116,"Medtr8g096900,Medtr8g012795,Medtr4g120760,Medtr3g107500,Medtr7g113410,Medtr8g039090,Medtr3g093830,Medtr2g034470,Medtr1g021100,Medtr2g034480,Medtr4g068860,Medtr1g088825,Medtr2g033820,Medtr7g090020,Medtr3g085850,Medtr1g015140,Medtr2g105060,Medtr1g088840,Medtr5g093390,Medtr2g102660,Medtr3g031220,Medtr8g075980,Medtr5g085300,Medtr1g080810,Medtr1g080800,Medtr5g010635,Medtr2g435490,Medtr5g080450,Medtr1g418545,Medtr3g098580,Medtr7g110780,Medtr5g035580,Medtr2g013920,Medtr2g010590,Medtr7g106010,Medtr1g019940,Medtr3g118390,Medtr4g087160,Medtr5g090250,",4.26E-06
Biological process,defense response to fungus,GO:0050832,7,1.95E-08,3.943493704,23,163,684,19116,"Medtr8g096900,Medtr8g012795,Medtr4g120760,Medtr3g093830,Medtr2g034470,Medtr2g034480,Medtr4g068860,Medtr1g088825,Medtr1g015140,Medtr2g105060,Medtr1g088840,Medtr3g031220,Medtr8g075980,Medtr1g080810,Medtr1g080800,Medtr5g010635,Medtr1g418545,Medtr3g098580,Medtr7g110780,Medtr2g013920,Medtr3g118390,Medtr4g087160,Medtr5g090250,",3.99E-06
Biological process,defense response,GO:0006952,4,1.42E-06,1.745275267,76,1217,684,19116,"Medtr8g096900,Medtr8g012795,Medtr4g120760,Medtr3g107500,Medtr7g113410,Medtr4g079140,Medtr6g079000,Medtr1g090680,Medtr8g039090,Medtr1g090690,Medtr3g093830,Medtr8g018270,Medtr2g034470,Medtr1g021100,Medtr3g451650,Medtr2g034480,Medtr3g022230,Medtr7g106340,Medtr4g068860,Medtr1g088825,Medtr3g466580,Medtr2g033820,Medtr0043s0110,Medtr8g079360,Medtr6g072760,Medtr6g071895,Medtr7g090020,Medtr3g085850,Medtr1g015140,Medtr2g105060,Medtr1g088840,Medtr5g093390,Medtr6g033450,Medtr2g102660,Medtr2g435310,Medtr4g014160,Medtr8g010440,Medtr8g028500,Medtr3g031220,Medtr8g075980,Medtr5g085300,Medtr1g074370,Medtr1g080810,Medtr1g080800,Medtr5g010635,Medtr2g435490,Medtr5g080450,Medtr3g019000,Medtr1g021845,Medtr3g056200,Medtr1g418545,Medtr1g043350,Medtr3g098580,Medtr5g027910,Medtr6g072590,Medtr7g110780,Medtr4g014240,Medtr5g035580,Medtr2g013950,Medtr2g013920,Medtr2g010590,Medtr6g015775,Medtr3g093400,Medtr5g028420,Medtr8g038570,Medtr7g106010,Medtr8g010320,Medtr3g012250,Medtr1g019940,Medtr3g118390,Medtr4g087160,Medtr4g120940,Medtr4g120970,Medtr6g069560,Medtr5g090250,Medtr6g478080,",2.54E-04
Biological process,response to stress,GO:0006950,3,1.79E-06,1.455162093,141,2708,684,19116,"Medtr4g115920,Medtr8g096900,Medtr5g074970,Medtr8g012795,Medtr7g108875,Medtr4g120760,Medtr2g026060,Medtr4g032865,Medtr7g067340,Medtr3g107500,Medtr1g075340,Medtr7g113410,Medtr7g108830,Medtr4g079140,Medtr4g027390,Medtr6g079000,Medtr8g042780,Medtr1g090680,Medtr8g039090,Medtr2g099470,Medtr1g086490,Medtr8g104510,Medtr1g090690,Medtr3g093830,Medtr8g098910,Medtr8g018270,Medtr2g034470,Medtr1g021100,Medtr3g451650,Medtr2g034480,Medtr2g070180,Medtr3g022230,Medtr7g106340,Medtr4g031140,Medtr7g085630,Medtr4g068860,Medtr1g088825,Medtr3g466580,Medtr2g033820,Medtr4g029170,Medtr5g006070,Medtr8g076820,Medtr0043s0110,Medtr8g079360,Medtr4g029180,Medtr6g072760,Medtr2g025580,Medtr6g071895,Medtr4g037105,Medtr7g090020,Medtr4g104730,Medtr1g077890,Medtr3g094630,Medtr3g085850,Medtr1g015140,Medtr8g007020,Medtr2g105060,Medtr1g088840,Medtr1g019360,Medtr1g083620,Medtr2g021255,Medtr5g093390,Medtr6g033450,Medtr2g102660,Medtr7g090510,Medtr7g065150,Medtr3g103970,Medtr2g435310,Medtr4g014160,Medtr1g086510,Medtr8g010440,Medtr2g029740,Medtr6g007897,Medtr8g028500,Medtr4g106500,Medtr5g074860,Medtr2g437530,Medtr6g037220,Medtr3g031220,Medtr8g075980,Medtr5g085300,Medtr1g074370,Medtr1g075410,Medtr1g080810,Medtr8g104490,Medtr1g080800,Medtr5g010635,Medtr3g466180,Medtr2g435490,Medtr1g067380,Medtr5g080450,Medtr4g074995,Medtr3g019000,Medtr1g021845,Medtr3g105590,Medtr3g056200,Medtr8g059170,Medtr1g418545,Medtr3g095720,Medtr1g043350,Medtr4g012850,Medtr3g098580,Medtr5g027910,Medtr6g072590,Medtr3g110860,Medtr7g110780,Medtr8g069955,Medtr4g104140,Medtr4g014240,Medtr5g040940,Medtr7g073520,Medtr5g035580,Medtr2g013950,Medtr4g134140,Medtr2g013920,Medtr2g010590,Medtr6g015775,Medtr2g024300,Medtr3g093400,Medtr0374s0050,Medtr5g028420,Medtr8g038570,Medtr7g106010,Medtr8g010320,Medtr1g040435,Medtr3g110320,Medtr3g012250,Medtr1g019940,Medtr8g088420,Medtr5g026620,Medtr3g118390,Medtr4g087160,Medtr6g043240,Medtr4g120940,Medtr4g114340,Medtr3g103090,Medtr4g120970,Medtr6g069560,Medtr7g096930,Medtr5g090250,Medtr6g478080,",2.85E-04
